number,learning_rate,subsample,max_depth,colsample_bytree,min_child_weight,value,std_err
381,0.1,1,9,0.9,3,0.8868849831912025,0.0010277170665833884
382,0.2,1,9,0.9,3,0.8838012335948036,0.001155495158654632
383,0.4,1,9,0.9,3,0.879938326195134,0.001421982391650394
384,0.05,0.5,3,0.6,7,0.8751852706976125,0.0022708877662038327
385,0.1,0.5,3,0.6,7,0.8781233974663349,0.002011714124016603
386,0.2,0.5,3,0.6,7,0.8791645695238457,0.0018190219541976116
387,0.4,0.5,3,0.6,7,0.8730955667983514,0.001586579051241279
388,0.05,0.7,3,0.6,7,0.8755208531176996,0.001899231026754726
389,0.1,0.7,3,0.6,7,0.879010370173406,0.002162524600198832
390,0.2,0.7,3,0.6,7,0.8802804077795293,0.0017326283729890803
391,0.4,0.7,3,0.6,7,0.8750394698106398,0.0011417992836876868
392,0.05,0.85,3,0.6,7,0.8752649819091755,0.0021831001788647814
393,0.1,0.85,3,0.6,7,0.8783377511823137,0.0018357733925761406
394,0.2,0.85,3,0.6,7,0.8794419562306509,0.0016892867524593692
395,0.4,0.85,3,0.6,7,0.8771137715807867,0.0016527880497657962
396,0.05,1,3,0.6,7,0.8753271542800707,0.002398416061251295
397,0.1,1,3,0.6,7,0.8779175015669218,0.002166432412372451
398,0.2,1,3,0.6,7,0.8801928322823878,0.002391702327079769
399,0.4,1,3,0.6,7,0.8792859466107006,0.0017968948928546564
400,0.05,0.5,5,0.6,7,0.8866744874266396,0.001497989361343545
401,0.1,0.5,5,0.6,7,0.8855107512202997,0.001552181625670032
402,0.2,0.5,5,0.6,7,0.8795158211619912,0.0015788991659407747
403,0.4,0.5,5,0.6,7,0.8654859060131811,0.0011316906791849386
404,0.05,0.7,5,0.6,7,0.8882947676682305,0.0014373284896853611
405,0.1,0.7,5,0.6,7,0.8864895728476192,0.0013288135713673812
406,0.2,0.7,5,0.6,7,0.8800576852766329,0.001393740873682616
407,0.4,0.7,5,0.6,7,0.8701677081157053,0.001292474452168229
408,0.05,0.85,5,0.6,7,0.8885194784999335,0.0014595338159547264
409,0.1,0.85,5,0.6,7,0.8876286181648971,0.001691716623704381
410,0.2,0.85,5,0.6,7,0.8825888278475242,0.001266823592451293
411,0.4,0.85,5,0.6,7,0.871417862433762,0.001146620719629276
412,0.05,1,5,0.6,7,0.8880342669180072,0.0014642986959368962
413,0.1,1,5,0.6,7,0.8872976059334106,0.0017269886013199834
414,0.2,1,5,0.6,7,0.8832494278361285,0.002139270770369139
415,0.4,1,5,0.6,7,0.8743191606047369,0.0011674494848546773
416,0.05,0.5,7,0.6,7,0.889202870078441,0.001378803743580124
417,0.1,0.5,7,0.6,7,0.8863713117984463,0.0012232517124184906
418,0.2,0.5,7,0.6,7,0.8796715043398986,0.0018760677021218838
419,0.4,0.5,7,0.6,7,0.8647863703918254,0.0011158490498843151
420,0.05,0.7,7,0.6,7,0.891114217916089,0.0012199252615746868
421,0.1,0.7,7,0.6,7,0.888606282406792,9.829020512695942e-4
422,0.2,0.7,7,0.6,7,0.8808384456135686,0.0012989122012943795
423,0.4,0.7,7,0.6,7,0.8671349428310953,0.001490598434162158
424,0.05,0.85,7,0.6,7,0.8919881922945433,0.0011881726724958582
425,0.1,0.85,7,0.6,7,0.889322733661279,9.470052698112517e-4
426,0.2,0.85,7,0.6,7,0.883007207840307,0.0014240183137631047
427,0.4,0.85,7,0.6,7,0.871879036010712,9.975464076215168e-4
428,0.05,1,7,0.6,7,0.8914165032478015,0.0013462247406776523
429,0.1,1,7,0.6,7,0.8898207358359765,8.377460267104328e-4
430,0.2,1,7,0.6,7,0.8828195333421968,0.001028435905203657
431,0.4,1,7,0.6,7,0.8743218018176293,0.0016915095414992158
432,0.05,0.5,9,0.6,7,0.8898815727621507,9.622853027679507e-4
433,0.1,0.5,9,0.6,7,0.885405102704602,6.386523178566764e-4
434,0.2,0.5,9,0.6,7,0.8765935416706235,0.0018050753865880428
435,0.4,0.5,9,0.6,7,0.8629757744392319,0.0024976972306743565
436,0.05,0.7,9,0.6,7,0.891631925319557,8.192429397513497e-4
437,0.1,0.7,9,0.6,7,0.8877229302387419,7.506666132568835e-4
438,0.2,0.7,9,0.6,7,0.8814109952802416,0.0018476671978318077
439,0.4,0.7,9,0.6,7,0.8705637119902756,5.816049266926729e-4
440,0.05,0.85,9,0.6,7,0.8922904182731572,9.294229683077598e-4
441,0.1,0.85,9,0.6,7,0.8888523603540294,8.664331147800193e-4
442,0.2,0.85,9,0.6,7,0.8831637813146949,8.185747282900242e-4
443,0.4,0.85,9,0.6,7,0.8736599554139522,0.0017492072741383973
444,0.05,1,9,0.6,7,0.8927104601527036,7.262187793513165e-4
445,0.1,1,9,0.6,7,0.8901457830810431,9.46318343103053e-4
446,0.2,1,9,0.6,7,0.8835722196634442,0.0010812497119464515
447,0.4,1,9,0.6,7,0.8759908999829064,7.205005176404312e-4
448,0.05,0.5,3,0.75,7,0.8755096947351427,0.0021286205690029315
449,0.1,0.5,3,0.75,7,0.8792240710052991,0.002008997805836964
450,0.2,0.5,3,0.75,7,0.8795752929668952,0.0017504908239302263
451,0.4,0.5,3,0.75,7,0.873610128487588,0.0017233771053877965
452,0.05,0.7,3,0.75,7,0.8756601548403639,0.0021637050390499743
453,0.1,0.7,3,0.75,7,0.8795727704602002,0.001966474745831884
454,0.2,0.7,3,0.75,7,0.8797736510227726,0.0017615248307453306
455,0.4,0.7,3,0.75,7,0.8771507782378303,0.0016261024921339188
456,0.05,0.85,3,0.75,7,0.874955989677309,0.002373637310371223
457,0.1,0.85,3,0.75,7,0.8792084017872405,0.002356699496071865
458,0.2,0.85,3,0.75,7,0.8799578533646084,0.002078185915687229
459,0.4,0.85,3,0.75,7,0.8772867858635164,0.0019280848437140915
460,0.05,1,3,0.75,7,0.8739022644394219,0.002219948825929333
461,0.1,1,3,0.75,7,0.8777851441568062,0.0021035142006781164
462,0.2,1,3,0.75,7,0.8804482880192209,0.0015722675074366563
463,0.4,1,3,0.75,7,0.8778588310288503,0.0015299445556720356
464,0.05,0.5,5,0.75,7,0.8866749325748798,0.0015571640713237822
465,0.1,0.5,5,0.75,7,0.8860464129361265,0.0014744739876236957
466,0.2,0.5,5,0.75,7,0.879314287715333,0.0015773971476173822
467,0.4,0.5,5,0.75,7,0.8650625700366564,0.0019823728878173
468,0.05,0.7,5,0.75,7,0.8870797503846081,0.0015773380521764925
469,0.1,0.7,5,0.75,7,0.8854670673396516,9.549545592041803e-4
470,0.2,0.7,5,0.75,7,0.8806846914113692,0.00198078406352272
471,0.4,0.7,5,0.75,7,0.8683223906003684,0.0023284244061984034
472,0.05,0.85,5,0.75,7,0.8880027800991434,0.001723349620436553
473,0.1,0.85,5,0.75,7,0.8874381837476971,0.0016141615912314573
474,0.2,0.85,5,0.75,7,0.8819245479668002,0.0014753907013610467
475,0.4,0.85,5,0.75,7,0.8718658892993485,0.002053064370822616
476,0.05,1,5,0.75,7,0.8871026606807088,0.0017420080718837123
477,0.1,1,5,0.75,7,0.886219575601603,0.0018733634905965574
478,0.2,1,5,0.75,7,0.8832914795065621,0.0013463952740708804
479,0.4,1,5,0.75,7,0.8723334433344095,0.0017547432908145864
480,0.05,0.5,7,0.75,7,0.8896038596133027,0.0010679798863585718
481,0.1,0.5,7,0.75,7,0.886212097111166,0.001405693077070622
482,0.2,0.5,7,0.75,7,0.8767586916677745,0.0011692313140513019
483,0.4,0.5,7,0.75,7,0.8645600273499079,0.0011609158836484686
484,0.05,0.7,7,0.75,7,0.8912393639247118,0.0011545203444910724
485,0.1,0.7,7,0.75,7,0.8867322973447798,7.83297935304818e-4
486,0.2,0.7,7,0.75,7,0.8802084718238969,0.0016610585290771115
487,0.4,0.7,7,0.75,7,0.8700480819452622,0.0016218852724184426
488,0.05,0.85,7,0.75,7,0.8912350905016049,0.0013180765425846981
489,0.1,0.85,7,0.75,7,0.8876382927199863,0.0012046695393361565
490,0.2,0.85,7,0.75,7,0.8826276744506277,0.0016696591278548157
491,0.4,0.85,7,0.75,7,0.8714241835387742,0.0010628867698282967
492,0.05,1,7,0.75,7,0.8900419745114053,0.0012607144584776124
493,0.1,1,7,0.75,7,0.8884524688514938,0.001429974393687946
494,0.2,1,7,0.75,7,0.8826726047463486,7.694591468383334e-4
495,0.4,1,7,0.75,7,0.8751809972745057,0.0019027855380944684
496,0.05,0.5,9,0.75,7,0.8905076886004064,7.802951933928554e-4
497,0.1,0.5,9,0.75,7,0.8844393090824486,0.001478201505381688
498,0.2,0.5,9,0.75,7,0.8766648544187194,9.071627825276565e-4
499,0.4,0.5,9,0.75,7,0.8652180454787184,8.309845854344494e-4
500,0.05,0.7,9,0.75,7,0.8913834732483713,0.0011159782363564519
501,0.1,0.7,9,0.75,7,0.8879670198571726,8.204561447188263e-4
502,0.2,0.7,9,0.75,7,0.8793000132950941,0.0011549404083395932
503,0.4,0.7,9,0.75,7,0.8698963457484188,0.0015477679000911694
504,0.05,0.85,9,0.75,7,0.8912781808512659,9.603843039130174e-4
505,0.1,0.85,9,0.75,7,0.8887493827277735,8.290857243048655e-4
506,0.2,0.85,9,0.75,7,0.8821341237583332,0.001345146350671812
507,0.4,0.85,9,0.75,7,0.8741659405804258,0.001656170329262361
508,0.05,1,9,0.75,7,0.8908057301855615,0.0010726840215058082
509,0.1,1,9,0.75,7,0.8878321992934607,0.0016317487932568252
510,0.2,1,9,0.75,7,0.8831129157091033,0.0011699781730298666
511,0.4,1,9,0.75,7,0.8754273719872367,0.0011941276477819283
512,0.05,0.5,3,0.9,7,0.8756900094490133,0.0021565258100577516
513,0.1,0.5,3,0.9,7,0.8787625413097567,0.0022035246028523454
514,0.2,0.5,3,0.9,7,0.8799880047387514,0.001974592034765205
515,0.4,0.5,3,0.9,7,0.8736389147404607,0.0013183309214596136
516,0.05,0.7,3,0.9,7,0.8751390643102694,0.0022191539053411807
517,0.1,0.7,3,0.9,7,0.8787973519021481,0.0019577150998255836
518,0.2,0.7,3,0.9,7,0.8792100043209056,0.0018600469393569923
519,0.4,0.7,3,0.9,7,0.8754144330117187,0.001853162548792061
520,0.05,0.85,3,0.9,7,0.8738172114489753,0.0022357347726839607
521,0.1,0.85,3,0.9,7,0.8777425879850336,0.00206554536309542
522,0.2,0.85,3,0.9,7,0.8789770434084823,0.002300261416169305
523,0.4,0.85,3,0.9,7,0.8753657634707793,0.0019632020994273095
524,0.05,1,3,0.9,7,0.8722622196159617,0.0021434404486427106
525,0.1,1,3,0.9,7,0.8773284517388084,0.0020813850074381398
526,0.2,1,3,0.9,7,0.8787297190461719,0.0019690965962082495
527,0.4,1,3,0.9,7,0.8779248613511614,0.001966152106829647
528,0.05,0.5,5,0.9,7,0.8862962598051319,0.0014530774077370166
529,0.1,0.5,5,0.9,7,0.8849943199084538,0.001628445681701546
530,0.2,0.5,5,0.9,7,0.8783071843364798,0.0014725574858345165
531,0.4,0.5,5,0.9,7,0.8643083108582933,0.001205283794672085
532,0.05,0.7,5,0.9,7,0.8868456617633094,0.001401120059808955
533,0.1,0.7,5,0.9,7,0.8863483124726975,0.0010157318190764971
534,0.2,0.7,5,0.9,7,0.8812849292985888,0.0010926836462804871
535,0.4,0.7,5,0.9,7,0.8682680528385026,0.0025066273148077797
536,0.05,0.85,5,0.9,7,0.8869505683652732,0.0014916210239329334
537,0.1,0.85,5,0.9,7,0.885582687175932,0.0015468953376080825
538,0.2,0.85,5,0.9,7,0.8823610009781391,0.0015117031402844287
539,0.4,0.85,5,0.9,7,0.8715516443182466,0.001790895254203297
540,0.05,1,5,0.9,7,0.8856658111906707,0.0018068593032486671
541,0.1,1,5,0.9,7,0.885745730138079,0.0018422559309467996
542,0.2,1,5,0.9,7,0.8819606643273632,0.0013383244046749816
543,0.4,1,5,0.9,7,0.8747275396003875,0.0012108712562840277
544,0.05,0.5,7,0.9,7,0.889228569970181,0.0010200590980171775
545,0.1,0.5,7,0.9,7,0.8842033211619912,0.0013283412576078541
546,0.2,0.5,7,0.9,7,0.8773085090976429,9.374290800912219e-4
547,0.4,0.5,7,0.9,7,0.8630548921198078,0.0016676182164373544
548,0.05,0.7,7,0.9,7,0.8902124662874399,0.0012570992404596565
549,0.1,0.7,7,0.9,7,0.8859150051755902,0.0016418919390843061
550,0.2,0.7,7,0.9,7,0.8796908831266262,0.001272343428085065
551,0.4,0.7,7,0.9,7,0.8712526827600615,0.001918739092890754
552,0.05,0.85,7,0.9,7,0.8893106849822415,0.0013325996880855112
553,0.1,0.85,7,0.9,7,0.888001236918577,0.0010547549442662687
554,0.2,0.85,7,0.9,7,0.8807238941330648,0.0010032686473610242
555,0.4,0.85,7,0.9,7,0.874915748276386,0.0018217038312111854
556,0.05,1,7,0.9,7,0.8885461577178021,0.0011190911273029518
557,0.1,1,7,0.9,7,0.8869335340259444,8.573391867613238e-4
558,0.2,1,7,0.9,7,0.8817628701259236,0.001003916718613898
559,0.4,1,7,0.9,7,0.8751216441757991,0.0011163530451928142
560,0.05,0.5,9,0.9,7,0.889767436753338,8.963408274673765e-4
561,0.1,0.5,9,0.9,7,0.8845751980019373,0.0014444811281738982
562,0.2,0.5,9,0.9,7,0.875618251552677,0.0015724756065299181
563,0.4,0.5,9,0.9,7,0.8640586420485841,0.0018407712871394736
564,0.05,0.7,9,0.9,7,0.8898668828702209,0.0010761822359998514
565,0.1,0.7,9,0.9,7,0.886418319452622,0.0010921605713594233
566,0.2,0.7,9,0.9,7,0.8805739088526333,0.0013223488262436775
567,0.4,0.7,9,0.9,7,0.8706422954929631,0.0012889495319126723
568,0.05,0.85,9,0.9,7,0.8908776958177432,0.0013946368260828125
569,0.1,0.85,9,0.9,7,0.8875860323165752,0.0010723744407245468
570,0.2,0.85,9,0.9,7,0.8820822491500636,0.0012210510578238428
571,0.4,0.85,9,0.9,7,0.8748265702455794,0.0013431580848940498
572,0.05,1,9,0.9,7,0.889756011281837,9.186023566555719e-4
573,0.1,1,9,0.9,7,0.8870664256139484,0.0011324819746314093
574,0.2,1,9,0.9,7,0.8832152701278229,9.471223344859476e-4
575,0.4,1,9,0.9,7,0.8765166200546998,0.0018307162300767107
