number,learning_rate,subsample,max_depth,colsample_bytree,min_child_weight,value,std_err
102,0.2,0.7,7,0.75,1,0.8814457761960837,9.065534661210174e-4
103,0.4,0.7,7,0.75,1,0.8717965055269605,0.002164122264607643
104,0.05,0.85,7,0.75,1,0.8907682487037283,0.0014664911720191445
105,0.1,0.85,7,0.75,1,0.8872612224839034,8.152112208043459e-4
106,0.2,0.85,7,0.75,1,0.883572961577178,6.960406316039653e-4
107,0.4,0.85,7,0.75,1,0.876796944739891,0.0010895096877782016
108,0.05,1,7,0.75,1,0.8883397869935994,0.0013883962444240607
109,0.1,1,7,0.75,1,0.8874756058764316,9.37347669281821e-4
110,0.2,1,7,0.75,1,0.8808658964217204,9.089009588447053e-4
111,0.4,1,7,0.75,1,0.8773679512259976,0.0016914782731079821
112,0.05,0.5,9,0.75,1,0.8907889035820782,0.001185523705845535
113,0.1,0.5,9,0.75,1,0.8875022554177509,0.001411581922942957
114,0.2,0.5,9,0.75,1,0.8802503751115839,0.0017770463923278373
115,0.4,0.5,9,0.75,1,0.8722510612334049,0.0015905671473270754
116,0.05,0.7,9,0.75,1,0.8920056124290137,7.892280992785464e-4
117,0.1,0.7,9,0.75,1,0.8889709775217944,0.0010040238754430637
118,0.2,0.7,9,0.75,1,0.8844432857400619,0.0014358755723069317
119,0.4,0.7,9,0.75,1,0.8790757476116313,0.0013929322172366277
120,0.05,0.85,9,0.75,1,0.8914646682874019,6.309507586032307e-4
121,0.1,0.85,9,0.75,1,0.8892045913183035,0.0012400888935353242
122,0.2,0.85,9,0.75,1,0.8847906794267915,0.001481547319893364
123,0.4,0.85,9,0.75,1,0.8805130125733605,0.0017759804700181862
124,0.05,1,9,0.75,1,0.8895791390476914,8.137229615221327e-4
125,0.1,1,9,0.75,1,0.887636334067729,0.001462300760156824
126,0.2,1,9,0.75,1,0.8840419104100586,3.214012137801245e-4
127,0.4,1,9,0.75,1,0.8814232516951245,0.001883653256126763
128,0.05,0.5,3,0.9,1,0.8758325755921065,0.002309834501618576
129,0.1,0.5,3,0.9,1,0.8788177990446525,0.00210941668263727
130,0.2,0.5,3,0.9,1,0.8801111920951169,0.0019479287331150695
131,0.4,0.5,3,0.9,1,0.8710063970769786,0.0017431934412401456
132,0.05,0.7,3,0.9,1,0.8751535761429032,0.002132437314447653
133,0.1,0.7,3,0.9,1,0.8795297394636379,0.0020070344273894996
134,0.2,0.7,3,0.9,1,0.879147208742474,0.0018359623575383518
135,0.4,0.7,3,0.9,1,0.8748193885206359,0.0018863392686519806
