i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.1470025704907382,0.08026371236093972,0.04198662351769014,0.0520232893931361,0.09867810716851316,0.05129716513575259,0.07857686495629082,0.030435597027856816,0.0034078177682154674,0.008622558314288938,0.00873332396983973,0.005808743345142025,0.009577434544758264,0.010863536215071627,0.017334909696883033,0.014101830010108198,0.01881808909192704,0.00946002583104192,0.013657405671951964,0.010269401235053446,0.010470037249827889,0.0028289179832682245,0.004319686745036523,0.010207365440240423,0.004157056367453428,0.017898380917481433,0.009374273622808954,0.013721509860057773,0.007884115578922263,0.012239533289602218,0.013794624019012224,0.004326418213759167,0.004822877456241673,0.010305816959532227,0.0030293460254257457,0.008943134223355563,0.010512260817561915,0.001425443492645785,0.010927403599191409,0.003156650307935281,0.006652876924224948,0.010213907850001423,0.001955348865460122,0.010873526067559192,0.0032484006719647376,0.007585175218866741,0.01061196571529727,0.0017229836500217192,0.011184003228061814,0.003024355434899877,0.007580684387983001,0.010331822180572724,0.0019665673758081184,0.010706041441423765,0.012366797504852667,0.002827607835312367,0.011884077733130204
0.14340082494384887,0.08151749245888762,0.042416515881334875,0.05259233770272283,0.10113302660797885,0.050948973461668726,0.07759087292590976,0.028648599019519657,0.003587983220168748,0.00898403899069371,0.008943998547571837,0.0062799905591083205,0.008869235506602827,0.01134153157525465,0.01731378659713005,0.013435441996652857,0.01870522033765039,0.009635009979204206,0.013768900776088508,0.010151809621064118,0.010460135256202681,0.00304367628350505,0.004341353424642635,0.010395774153405568,0.004278128892925302,0.018559752262169035,0.009216934623007201,0.01351806518446216,0.007755804899156815,0.011796320947461449,0.013924760993319208,0.004301138527973457,0.004782093206847606,0.01000301192114169,0.0032387918160084734,0.008733576140095237,0.01079802886285041,0.0014788366617103316,0.01083438661650004,0.0032644144496581312,0.0064860803190009975,0.010319592156807214,0.0018783411320956063,0.01099441070666012,0.0030919860776567605,0.007452615330264316,0.01068569884338414,0.0016265782396583381,0.01127676093229798,0.0032178254689712547,0.0077924635600858305,0.010682154531846922,0.0018905277301186345,0.010706589099723341,0.012426269855546436,0.0030888017988624046,0.012392728384915772
0.14540522370408504,0.08061971316561971,0.042506915781096444,0.052248867902264726,0.1002974405447336,0.05105345363412216,0.0780533118797137,0.029758665077974956,0.0034074970019483852,0.008827866611424087,0.009079496193116095,0.006321810837991387,0.009075559245544573,0.01140441455906212,0.01708742119931187,0.014349511345417405,0.019189386929048348,0.009614669910984246,0.013537197736952783,0.010307755388198449,0.010233277950686764,0.003027776713503949,0.004370791401319716,0.010090688552004632,0.004363416814017189,0.017986554252470848,0.008964379802206521,0.013497875989348361,0.007921510348819077,0.012338153421760742,0.014150315874658927,0.004342858865393717,0.004574452159960125,0.009907984172387342,0.0029215829658343524,0.008539779499797952,0.010572317327449053,0.0015042481174444963,0.011055725291752553,0.0031691685079888758,0.006642709126921477,0.010002632872750328,0.0019245288772528654,0.010783687342679048,0.003209371580325501,0.007709363757065193,0.01023094586165957,0.0016948012405077007,0.01117255078985699,0.002943272804080946,0.00776814302248502,0.01039141351378128,0.0017269145841132681,0.010664813405479577,0.012615966578679746,0.0030333419779256243,0.011806505987020596
0.1502211068742338,0.08119795973181486,0.042153717776464705,0.05215780270451339,0.09794374440592252,0.050327231673991835,0.07754619987622546,0.030540957009843404,0.00316651798423596,0.008919009298726528,0.009062840035598997,0.005859652667474097,0.00937838960830007,0.011008734504836668,0.01757000736684256,0.01472677531729752,0.018278193815997778,0.009733914527843253,0.01373488892168522,0.010326468916119663,0.010301120975767809,0.0029508649322749726,0.004099149104989214,0.010405281429976277,0.003941788109050864,0.017547159095900475,0.008998308679515031,0.013438733161228495,0.00750829460316106,0.012127390237963396,0.013606388929035287,0.004466659576262439,0.004706094917582936,0.009844323191399646,0.0031358945643363066,0.008332049139311102,0.010540820792656648,0.0014154926496234318,0.01106149382831643,0.003218206080893624,0.006621746705832517,0.010146619757182942,0.0019365755515604625,0.01089068918014751,0.003285132350978647,0.007386503868495031,0.010355998728775798,0.0016382441560719976,0.011432286058549884,0.0030568072090147187,0.007857176317744607,0.010454538879237503,0.0017198252415051064,0.010790885329255534,0.011878793361712138,0.0030213290987035632,0.012027221188018303
0.1460841904955205,0.08169834898718031,0.04245111830265247,0.051954869147553,0.0973388684580243,0.05051310325352223,0.0785857374751298,0.03023927020297216,0.003417861737308262,0.008774620012319203,0.00862590126941685,0.006171852224072518,0.008963850270553768,0.011285015348040344,0.01704334229830958,0.014083843004392887,0.01933504848839377,0.00982785637593282,0.013734434714535724,0.010075694541740123,0.010268022073900731,0.002926966609501718,0.004466678908601854,0.010679125291109945,0.0038762184381182807,0.017663978563696343,0.009397642369390299,0.0137164732930552,0.007517221340391757,0.012391546950095133,0.014165713425765164,0.004378483372081245,0.0049515257609751735,0.009904687825977296,0.0030644843827101766,0.00873484820345904,0.010774612323919177,0.0014306717189308154,0.011189480795059065,0.003199880015622885,0.006637702044525709,0.010234492601997247,0.0018139766225836777,0.01093706809814827,0.003229066542180199,0.007499386657935051,0.010204393601928475,0.0017250765683071562,0.01161002219458842,0.002846463971060992,0.007768194039985004,0.010556697918367122,0.0018919590115138182,0.010789251013278767,0.012173989521429446,0.002918571796742977,0.012260599525495745
0.14658242717735503,0.08147844232006943,0.04258759419633724,0.052658247143385704,0.09988915739121657,0.05135463150742293,0.07660258622914631,0.029944813050725157,0.0035871492488116176,0.008894408967111226,0.009038055008758475,0.006340146295579031,0.008531471313579024,0.011233040225178884,0.017543455110572818,0.013886698039320465,0.018147453453488824,0.009691071709194424,0.01376425788201434,0.010374445126766618,0.010092162622795003,0.003248379680977931,0.0042476464966363404,0.010309303830486552,0.0037889769422314655,0.017801743891767946,0.009182947415434016,0.013984007311717185,0.007619666761182165,0.012366519879718655,0.013696153167553704,0.004439646667523552,0.004725350318885901,0.009760895227060317,0.003298528387159124,0.00823322523723307,0.01078369610203979,0.0014437538464050356,0.011026361602264764,0.003191343155429065,0.006494644986634634,0.009892873203249485,0.0018383464699060698,0.01100505834731497,0.0031625493101162033,0.007231502728374265,0.010728520397900463,0.0015545597991591064,0.011551425938110689,0.0030206753483882115,0.007519103960041287,0.010833497866103447,0.0019180451708717197,0.010312400503027716,0.012351190053261202,0.0030147356740323782,0.012201010302972404
0.14597730670982068,0.08093809498551337,0.04259938780595316,0.05192649687732423,0.09723312432246695,0.05140680939367925,0.07860644287823682,0.030033960617044646,0.0033097132145421377,0.00893830700190394,0.009285504906309553,0.006038835580983021,0.00911834602538086,0.011329113321614825,0.017608394152586904,0.014594608959260716,0.01851422864201357,0.009803205491740024,0.013706589899937886,0.010213438787159372,0.010668310333218673,0.00275586932772527,0.004001813515612627,0.00998892729631759,0.004142107361339516,0.01832650870111616,0.009285703676253797,0.01384069329756898,0.00787399061588398,0.012615771510886985,0.013678960025234454,0.004557481680618977,0.004817379814918815,0.009734949730074372,0.0030223027698335556,0.008486050274329632,0.010861772453499384,0.0014414685850374397,0.010877928701184387,0.0031942002900650942,0.006353049752856189,0.010015632104199567,0.0018078274987112673,0.010894969952803755,0.003215246619246161,0.0073017228779919665,0.010328087958348945,0.0016910220775836133,0.011230596104585277,0.0029458509227287093,0.007752627139171155,0.01086567109283845,0.001771817799256612,0.010570171327838458,0.012488393368806288,0.0031318924323018717,0.012281321436540125
0.14512579602808565,0.08127920179339558,0.04234215782158077,0.05265416250197921,0.10069108757892516,0.05057233543980864,0.07760114584726269,0.030444015374963378,0.003370316195935692,0.008412396698709714,0.008970554228761926,0.005513350614721438,0.009136213379659643,0.010839583901963613,0.017687118415462954,0.014399495082576612,0.019194490478802142,0.009616789947063008,0.013480162215961773,0.009869800428660945,0.010651665514288425,0.0027838039655517146,0.004108713365182655,0.010084071703287815,0.004078068213426391,0.0187897163461435,0.009317624219341122,0.013582486122248908,0.007671223587156693,0.012478636255700361,0.014160355639569834,0.004156753618796945,0.004629323178478245,0.010179149319192013,0.0032010741261340454,0.008311095501077469,0.010577332947060984,0.0013533073175108668,0.011243717257112425,0.0030450009476309364,0.006754643505075744,0.010147217812172489,0.001864590824821447,0.010989214752743434,0.0032363361749641927,0.007480770606757784,0.010025507032173076,0.001700526560831306,0.01126887192884167,0.003205946201358032,0.00778951881673034,0.010302621632500323,0.0017314897837037257,0.010641058763569342,0.01253473260158618,0.0030039640655785955,0.011719695817420325
0.1477966963807907,0.08050407551252908,0.04232552683042107,0.05279289404795075,0.09747996622850236,0.05112996759714177,0.07848178904747077,0.029911927729322815,0.0032498692911104585,0.00858162245631274,0.008620790981688683,0.006214204117139431,0.008465145752508785,0.011699265844450517,0.01746164929565818,0.0143684241831556,0.01906050812565268,0.009758791758958768,0.01364406071598379,0.01021095132135561,0.010451421600419722,0.0028934803085603304,0.004392298850779824,0.010477049527016858,0.003744380447993012,0.01756392708607023,0.00940562125679596,0.01380692053044843,0.007398111647362907,0.012302116247757703,0.013958432489608477,0.004379718684793859,0.004706439716516178,0.010047381164277044,0.003085899626128168,0.008040358543307069,0.010348266715253799,0.0014953953073109537,0.01110825963025872,0.0032668399782211795,0.006622604309857144,0.010051326038015706,0.0019115451679627235,0.010779007771637924,0.003384394103502078,0.007947695517101033,0.010541135400673737,0.0016647960574133985,0.01120845142688875,0.0029727212427175876,0.007836583887894249,0.01023893543431423,0.0018710417164149056,0.010745343983718613,0.012140141268502757,0.0031091506436840884,0.012344679452716036
0.1467921660421676,0.07930562743402182,0.042246997577924265,0.0522434283112894,0.09883372747466569,0.05139565576946232,0.0780250936121004,0.03026030469115279,0.003101520596400183,0.00900524980009902,0.009207093035494995,0.006194702884254926,0.00929640723486935,0.011811403245297567,0.01764431133423924,0.014215540845563509,0.01994475506308688,0.009526579407840357,0.013681278049478792,0.009998731641167007,0.010201893679073327,0.003036297117573312,0.004375002157608678,0.010588465424631816,0.004212785160616613,0.017810731379188878,0.00930743301770096,0.01335394893284245,0.007759647302365571,0.012529904930848275,0.013281283950497293,0.004443007156231808,0.0047969365802701695,0.0099820646086551,0.0031318063074038823,0.008491507963209051,0.01072920914932447,0.0014554321277171118,0.011220792220544206,0.0031308998337902082,0.00654306323585602,0.010144411907290606,0.0019178059933667483,0.010803306904554891,0.0032142746489091014,0.007282226631880723,0.010456454306525115,0.0016356980246745065,0.01097839095162405,0.003068710569352112,0.00751854656324723,0.010602029728340354,0.0017572114988730616,0.010695017709352795,0.012331301004409571,0.0029217358572877767,0.011560191413785996
