i2_health,age,household_size,cantril_ladder,r1_1,r1_2,protective_behaviour_nomask_scale,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.06592299968069266,0.09580325168019645,0.036098302350925336,0.044143034044992216,0.04041196582484362,0.03937292024400524,0.10982018912400789,0.1595298205773544,0.012509789830836776,0.001192054759871351,0.04603388289375588,0.010214708944435597,0.005863774014847858,0.02648992708738456,0.050943559645496565,0.013322220311023229,0.005991701511168662,0.013734208901599734,0.006646733969037017,0.008944210574005091,0.007706956626964759,0.006567176486849627,0.0012429789362598176,0.001687237146529681,0.007961876583087696,0.0026050259603284543,0.01928989338374011,0.009101674223886332,0.009789571715327457,0.007977466566968218,0.008061799235654714,0.009859403192657181,0.002021995689568801,0.0052360276226607804,0.008196715129913544,0.0042081812292165035,0.003982445850422885,0.007455526182127752,3.232296162042494e-4,0.007393515010226931,0.0023371436229483243,0.0033025092949031084,0.007647119914989381,3.0919357973325866e-4,0.00667570510053002,0.0012434819246544713,0.004443252597635403,0.006972021048409799,2.2403964850288213e-4,0.006912836861919378,0.0012048947926001146,0.003966737424416501,0.0070773395367159245,4.5152822076901313e-4,0.006014654907633735,0.008439869626526118,0.0010240364790197202,0.008095683059017216
0.062361043581414755,0.09446310115576906,0.03202595330240237,0.04236422623432786,0.039669296986460295,0.04090695394606082,0.1299374167537905,0.1691997574585128,0.010458624473859599,8.38907609399509e-4,0.04685624418511068,0.006905467404070004,0.005131801356471187,0.027157994399849842,0.04802838544647989,0.014150714710465062,0.005260452212415144,0.01240801426053229,0.006549545907287755,0.00878431097570986,0.006736096809228495,0.005759497924143162,5.968405463206285e-4,0.0013831645479176525,0.007431127137016762,0.0029738226479692834,0.01871579759705695,0.007317914383786079,0.008931169834745848,0.007795542785119591,0.007082026519917198,0.008180139675572906,0.0020131140203579166,0.0047058586666824396,0.008528476681499872,0.003837909438715196,0.004381934555457322,0.006946512291500654,2.847256535512098e-4,0.006995115859351238,0.0027418806330945017,0.004433357441227511,0.007502964503339785,5.005527499980101e-4,0.006391971940445677,0.0013059187937244064,0.00423949179895701,0.006713204212120894,2.957530243453112e-4,0.007131112931765625,0.001244538116092592,0.004382289921085461,0.00783460530521099,3.468078556681549e-4,0.0059453897156983215,0.006966799923206597,9.377629145163897e-4,0.007030598283203095
0.06155015066550807,0.0898210590184979,0.03323400910190771,0.04043851051532918,0.04180403104836803,0.03626502615979646,0.1147681052282013,0.16943143888969206,0.01275615607480605,0.0010628577288501694,0.05765533050063335,0.0073567601731422865,0.0059418619062264364,0.023658875781727446,0.04967272076300654,0.012264122267941064,0.005814706086467223,0.014939336175742066,0.007194783024743081,0.008529308137441011,0.008081137623261223,0.006107443702530679,8.398302544868803e-4,0.0016723829385278145,0.0073062615973263885,0.002928851335290187,0.020636795115067323,0.008109334415703938,0.009390723528689124,0.007614254169299428,0.007851944728018269,0.009609016504749572,0.002100937138345398,0.005816433814058326,0.007817409141372852,0.0046542566405140965,0.004624061550627007,0.006701373610399779,3.4063381404849166e-4,0.00677280341949098,0.0020313126560263487,0.004070744620254792,0.006962500702226904,3.8917625042723584e-4,0.006909958944715271,0.0014781771591772385,0.0036079228749548464,0.007249429916860777,2.9588334620480217e-4,0.006389716334129038,8.078710080652429e-4,0.003657466554127364,0.00836348105818567,1.8577909699930996e-4,0.007374650656431053,0.008044598049618441,0.0010997104649720726,0.007946586016788396
0.06580632583500842,0.08252001120822947,0.03156543149047094,0.040558116474604104,0.039596294329976675,0.04185420712753573,0.12075574529852683,0.17619356087536064,0.01513871476551895,0.0010020965769232477,0.04629323762674621,0.010359897899259478,0.004327592248932147,0.03281267503328224,0.03814536618669588,0.012343634982210097,0.005509532589642923,0.013765817768496533,0.007323795796341729,0.009354325321286642,0.00757882960278818,0.006963937046422837,6.306263821948727e-4,0.0016543899672335743,0.0067667357737537055,0.002494250405101701,0.019273023234021042,0.008004750182272624,0.009505134712262206,0.007403041746382649,0.007818411530052034,0.010136179034763052,0.0019250632788069169,0.006604900663673609,0.008545682184889618,0.0036739690734112988,0.004056529156566952,0.007399471073124698,1.739388386562032e-4,0.0076398872406404535,0.00230409580674011,0.004335899969553049,0.006497650486929535,5.542177082466321e-4,0.006179715590388781,0.0015260144526949087,0.003993470591908245,0.006535724337167625,2.680370576986657e-4,0.00776734540335156,0.0010720409043802328,0.0031076130523309264,0.007480754194117827,4.3183685043942e-4,0.007122480813127079,0.00860856952720449,0.0012163846990664129,0.007523017992587377
0.06011061945202518,0.0874789118449956,0.03056654605126786,0.04318008776669026,0.041543273636274865,0.04017658409884658,0.12243805378712394,0.1589529930992824,0.017467886876795957,7.340009871823313e-4,0.042208560482666156,0.01028170186493789,0.004843756686661485,0.03490079438637449,0.04446562979854242,0.015341985159323843,0.0062135709084349035,0.013580442631154373,0.005905188889719039,0.00870720227537031,0.006936188263854952,0.00645047176554153,6.933283897728081e-4,0.0018252333507259265,0.007796207500385848,0.0028800280353078415,0.023246859513632187,0.0077276303906121556,0.009109862891187103,0.0073909432952394384,0.007324353763799946,0.00872724903319266,0.001937548184048337,0.0057179737194714905,0.009507955596898068,0.004035557489372264,0.004492731306787743,0.007302565203458918,2.557129214618811e-4,0.007270134110298055,0.0024085721915383684,0.004108286387538549,0.00729741334007274,4.4248380163626645e-4,0.007274389614827632,0.0017122497054656324,0.0048114569672741345,0.0070684238241787095,3.1321658536706076e-4,0.007115795698309076,8.466529765227702e-4,0.0037858294604513343,0.007751219211658163,4.0968211971776383e-4,0.007464532094468718,0.008165704095673756,8.375607642323498e-4,0.008460205752347946
0.0657138902038879,0.08587486899368542,0.031729519218923086,0.04159714350875689,0.04619144643751899,0.034598736546597335,0.13397202260319727,0.1620786472704186,0.01961884025197743,0.0010227165916355105,0.038022258788089854,0.012743089351785874,0.004237440046574183,0.026936542359577483,0.040565410707404936,0.013801317872248453,0.005206848746720519,0.013747423313611885,0.006766402989545122,0.010227029788851615,0.007197415637653589,0.005272717187330722,7.914591221529636e-4,0.0016016286320895171,0.007997133161684936,0.0025877252766832804,0.020198211467614777,0.0072411906001483735,0.009999744903024833,0.007907550901741304,0.007828109591273337,0.008405497459016701,0.002097588544264963,0.005443046451305206,0.008918062885490402,0.004611651570481372,0.005123153098496426,0.007790493181485455,1.398174891175152e-4,0.0066759835533055185,0.002034320500093974,0.003880738884488448,0.008073837477180776,3.029203766812505e-4,0.0064959906496715285,0.0015287305483579225,0.004155186062406658,0.006992376529455934,4.8650431051146915e-4,0.007641154872754987,0.0010619864717108791,0.003465767300418669,0.00731130050371045,5.086014391049223e-4,0.006879580055387759,0.008496794266063111,0.00113362235359639,0.0070708110930353466
0.06258233147720813,0.09388800779929321,0.0346734729409197,0.03883649115090788,0.04414578779462865,0.04092279616920521,0.1078229914315061,0.17107791402457853,0.013634465637663188,9.449825548935633e-4,0.04400549040817998,0.010329963542177807,0.004492749157891807,0.03715194227196511,0.041136476293918055,0.014580334812898702,0.006787363028423052,0.013099342745590634,0.008125902932761718,0.009480681378367219,0.006231420658030154,0.006070308807284447,6.351928477885565e-4,0.001577508569030092,0.0074694933236490145,0.0026638960611167174,0.021885078611885118,0.008470771217061069,0.007766280884850442,0.008545890687651856,0.007768388654902562,0.009102926115127983,0.001994920369440834,0.005844968571346608,0.00807817820531934,0.003795409449684937,0.004376102606055604,0.00655949384447442,2.679199682895115e-4,0.007092371080853621,0.0024823790157272796,0.0031624660964513357,0.0069851242558555595,5.837913527162342e-4,0.005627684617374262,0.0021376401559048126,0.00384799997338055,0.007371259832317184,3.111353456128574e-4,0.006843147798348409,7.075091659683704e-4,0.004710004594606534,0.0058632659959382185,1.6826613733681e-4,0.007413595111446097,0.008587114107110102,0.001318344045168443,0.007963264311915812
0.06354477582607562,0.0940108619627319,0.03246759660965167,0.04451052805513505,0.04153555173458386,0.04132090331705184,0.12111597757096784,0.15434808113515067,0.01825574538923006,6.648861599161135e-4,0.03571209627202005,0.009481841053407034,0.0038916868396589566,0.03786836080773084,0.043859261963108846,0.01299117967404912,0.006494064557571813,0.01339707090454498,0.0068226822824646845,0.009594001483490105,0.008776414678517575,0.006165045278236426,7.31320597429426e-4,0.0015243081929391055,0.007373021429937222,0.0029213396270352434,0.019181135131155543,0.008704452357845687,0.009924354676489229,0.00640950974055413,0.0094068758584197,0.009116632934797463,0.00218589501842401,0.005510623846692383,0.00849244227848676,0.003762925897950718,0.004463559657825859,0.006969247144268006,2.389250697617778e-4,0.0069191877361489545,0.0024069697187511377,0.003899141321426989,0.00731208303357005,3.8979438735308277e-4,0.007449285402574568,0.001981459573451462,0.0037749351992116408,0.007328472729112895,1.7767244920047676e-4,0.007531894562832496,7.328398378798148e-4,0.00389725056468867,0.007541547555173307,3.7365483983648937e-4,0.00666603212986603,0.008071126337967732,0.0010003116443244792,0.008801157961322399
0.06350465643063577,0.08932510248463749,0.031325459428093866,0.04158490912061906,0.036329760961449804,0.04246072968871634,0.11949610056306863,0.17585123109865677,0.014339051151259632,7.992562376162114e-4,0.0397222686646557,0.010082047187934625,0.004678277709582024,0.03817620688910654,0.04408044223116556,0.012472061771464977,0.005488231372727063,0.014246259126152898,0.007545520194882445,0.00949249393794073,0.007505903534020733,0.006082731008525636,6.951055676362873e-4,0.0020044412191810223,0.007792487375865496,0.0028873011629113455,0.021093881305411413,0.007693909896101189,0.008879618444540889,0.006580069717556345,0.007677800897878539,0.009109148101617538,0.0023324676643186756,0.004796679439610332,0.008260643469970824,0.003939483203372844,0.004358288751184981,0.007649991758754028,2.576747905227877e-4,0.006409328570599998,0.002355906809244489,0.0037006132865431015,0.007554066335899764,3.8086745386740125e-4,0.006204668190126819,0.0014102217412304678,0.0034594655849590535,0.0073846630792349,2.4649889206759156e-4,0.005624483918016398,0.0010253278572105804,0.0034414855381113088,0.007484962398207751,3.3382344947809544e-4,0.005547224655603132,0.007914086182973918,0.0011307610102195664,0.007793851487058631
0.06513858895246202,0.08692960686158689,0.03083320193544864,0.03469564699925051,0.03849215800507298,0.04392324640028609,0.13597654082079624,0.17201171579595842,0.012631598968457976,7.738593276936662e-4,0.04402944639985526,0.008321713632130337,0.005179862464115581,0.030653785390064373,0.039368765368034374,0.014581944979866373,0.005686561707206124,0.012203980227925657,0.006389839163428009,0.008912340578435181,0.008329890006181112,0.0054361611205185,9.323872051913224e-4,0.0015356838830820096,0.007178874736509572,0.0033272693854742305,0.01872124208166191,0.008000513466877735,0.008284598718413957,0.008258694969827694,0.006890238561797751,0.008302984346967905,0.0023543025099005133,0.006426087354962696,0.008534603215591435,0.004471859729527027,0.004839564719945497,0.007207954150115788,1.8297943606917003e-4,0.007545144455210252,0.0017201614669200972,0.0038996389427316015,0.008102151804002295,4.7801737985092156e-4,0.006405752233221644,0.0014830879972194282,0.004496985512831399,0.006784038562228577,2.4666328158774346e-4,0.006396484244061564,9.029429722994443e-4,0.0036424252374364203,0.006830957165112381,3.1967643275456045e-4,0.007098311267244696,0.00822498629955424,0.0011540116836571955,0.008318269485385006
