i2_health,age,household_size,cantril_ladder,r1_1,r1_2,protective_behaviour_nomask_scale,week_number,within_mandate_period,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.0547563976465134,0.07516703446404249,0.025814576304752833,0.03395006512588182,0.03382615471389564,0.03264624908304625,0.1160447618345663,0.18684718013059137,0.12511560148002432,0.0256279774991823,0.001254606807488686,0.024540501358568168,0.006625411641858934,0.006776533738759239,0.03987123000485008,0.026011643114977247,0.01051873901341153,0.0038868128545339166,0.010100999828835467,0.005481198061489801,0.007789692600782297,0.0054299578196073195,0.005044594250730962,7.06611089921404e-4,0.0012244788219310896,0.005904728402599687,0.0023887875531116974,0.012834808542683969,0.005026337623349106,0.006863731790260534,0.004527297932914093,0.006187621742082988,0.00795530754330952,0.002031672642508444,0.003652879440980536,0.005786574965907644,0.0026378730829524424,0.0030123935080693678,0.005260947398182776,2.7304425560458503e-4,0.005219503072328843,9.553560357535889e-4,0.0032611494025798896,0.005111312185208818,5.369389944679991e-4,0.004863273455833461,0.001021169235543502,0.0034213365778777032,0.004451050696077241,3.2912573600673575e-4,0.005033223861349372,3.5387185867165804e-4,0.0032063951156249266,0.0048294639371289205,2.628807043207567e-4,0.004798062914025764,0.00547093300794656,0.0010221554711248209,0.006449782023369172
0.04672739203763433,0.08081542822560912,0.026372767089590195,0.03569092488880955,0.035844422963107726,0.03461648276193626,0.10926406126919773,0.17892654821209636,0.14340994181491526,0.022644992081997283,0.0011046335674908484,0.02487756266628421,0.006308142945792622,0.0068043762670427855,0.03389937868824894,0.0317258118075607,0.01075776569809531,0.004253362060976731,0.009427691224851195,0.005322816354150986,0.0070427195908794055,0.004838142342834066,0.004901454322472496,6.109639543447858e-4,0.0011798433553186917,0.0053452754786760094,0.0016497960006404036,0.015344219007156904,0.005260601399125866,0.006462416193903158,0.004539854093892008,0.006219937471446403,0.007687745305751817,0.0015706478090792117,0.003204271233829815,0.004637609658383592,0.0024517776583465032,0.0033243249974459483,0.0054174409164874605,2.722827629184278e-4,0.005200699586660873,0.0010310438118278553,0.002743133309333398,0.005049610271075893,5.046133940939397e-4,0.004496009392274831,8.070124973311268e-4,0.003570206843922009,0.004255252187431103,3.5954909668979904e-4,0.0049861266945913345,5.314454102621454e-4,0.0025353818187553,0.0054211003686313935,2.9876675656521744e-4,0.0049183933215892215,0.004811597335196745,9.115231936366345e-4,0.006812708531810028
0.05109806643784099,0.08095901681197289,0.02512668487443391,0.03635394092754312,0.03709393041924189,0.03346725355040906,0.11029489977717569,0.18879374567443644,0.11990191076487247,0.024693808424319192,0.0010191022884804839,0.025793629584897493,0.00548757683961658,0.0072215571948171225,0.03975687390472967,0.031204843278103883,0.010987686895770319,0.004133307359354832,0.009499038057286491,0.005736643108849905,0.007003558260019613,0.004500983324320224,0.004881369502276853,5.50910642088583e-4,9.994044295075668e-4,0.004691330913800419,0.001859270075379298,0.015430827609117306,0.005513204398140034,0.007004450033520851,0.005081832205659005,0.005621458740178758,0.007501626706245098,0.0014510685014350883,0.003255032490564329,0.005030348309022776,0.0025990278163252455,0.003419809822531383,0.005518838997487459,3.4676266136770666e-4,0.005092816597110005,0.0012564084803639453,0.002669306444344073,0.004883529962591609,3.112272275962602e-4,0.0046605021213482764,0.0011470080120059827,0.0031141961573838547,0.005183238864739386,3.6254049455733585e-4,0.004528223800171001,5.481268210607105e-4,0.0031374491195947526,0.004898554711947553,3.7963893033695647e-4,0.004107835150237115,0.00567015186538679,8.341652407860932e-4,0.006330448385298302
0.0497693354243578,0.07436976687878914,0.0270865040455448,0.035630562836145234,0.03408183450327008,0.036140570397015494,0.11721912606998826,0.16408717731128278,0.15200524244826086,0.026091303132658377,9.79108439237701e-4,0.025248161878657346,0.005715918845913853,0.006972049352243875,0.028967861710785723,0.029837025253986762,0.01039760675298428,0.004283167078207226,0.009836958645032815,0.005456440993591157,0.007039773842298598,0.005164362437124184,0.00498423663519545,5.776267272770523e-4,0.0011325658462313568,0.0055717836999604215,0.0021748589961632396,0.014141678626336616,0.005168836509011751,0.006994164123456196,0.005498557247371203,0.00579258934984183,0.008095061843081107,0.0016770779240406664,0.0033765809459974623,0.004974056130192979,0.002884931861385269,0.003763129383407173,0.005302597328891699,2.7167319125539623e-4,0.004612483135209619,0.001424889021929163,0.0027957658621022567,0.004955836949517818,3.5167792345648224e-4,0.004117960812962309,9.025356978059817e-4,0.003014050560119377,0.004280746231731263,5.46722809464884e-4,0.005474353894376081,3.4641994118225533e-4,0.003164643142590339,0.005646541552000827,3.883097331449884e-4,0.004778852326880611,0.005588051464533808,8.748259938421346e-4,0.0079734683006766
0.051634791521382235,0.0747401843195908,0.025965617849855297,0.03514450580440029,0.0384153665418437,0.032925126736606615,0.11137680024450179,0.19703644523713082,0.1067428102528988,0.02534248864194295,0.001140163286757955,0.024873545857422626,0.007174970460732083,0.007414184148860294,0.04538676303450869,0.027107154806964136,0.01049053248024298,0.0040790558280787165,0.010036136101231864,0.005934328202997718,0.007307625141389216,0.004785315724567882,0.004599717739737967,6.683368745311785e-4,0.0013038562232952253,0.005371767527763582,0.0021883856171351643,0.015249902666544052,0.0059534111639300835,0.006506533015053075,0.005164704954564367,0.0061460492360417,0.008666819235272242,0.0017883469543886214,0.003302449594961156,0.005109401409695283,0.002704920743321795,0.0037115529207914603,0.0049940101060774265,3.8854024204555297e-4,0.005165350406396683,0.001461174200184493,0.002961779775676995,0.005263225969435789,4.928201180341813e-4,0.0046836666850114195,8.441957654114586e-4,0.003117312922126703,0.004536874941060799,3.187217836428424e-4,0.005165565129272642,3.842776240364852e-4,0.002971413860730121,0.004601631425289843,3.3451348559228333e-4,0.0047346676453998765,0.005594223421401091,8.934095428188858e-4,0.007602556849419986
0.05013824052506604,0.08509149291549341,0.025810268196071292,0.03219908564210066,0.03704158474907556,0.03204139546191155,0.10782467924293258,0.17277813083251128,0.14388968758907947,0.026851943222000255,0.001162049733271337,0.030010497555770465,0.0087361590927915,0.007331658557731516,0.024019908773906265,0.028576679567818657,0.011201514661875321,0.004030375863385798,0.00999151650471424,0.00562425897082806,0.007090325731268223,0.004993193454133318,0.004787625621457734,7.017226747003449e-4,0.0011015832848556715,0.00544049298728642,0.002300422441279958,0.015016756101633916,0.0052946698411363005,0.006293197085626866,0.005618649618762493,0.006282425358779549,0.008648205882730726,0.0019260340555092646,0.003582750675354487,0.005467069405196823,0.0026554767182160235,0.003608418239454464,0.005354502646040576,3.1307092453359105e-4,0.0050133572379452394,0.0014900429412135472,0.002666431067210728,0.004658085219218058,4.503564320817529e-4,0.004693659502698005,0.0011062946382734188,0.0028452856217885316,0.004390172143610501,4.26986038556893e-4,0.004953024244175742,2.2389523160157998e-4,0.0032398526906139403,0.005107402535538101,3.979467226010819e-4,0.004553767106565148,0.005455569318223211,6.952840201385553e-4,0.0068048668816539535
0.04905530437722923,0.08046450623713856,0.026924919077858513,0.034520105317037066,0.037227379323993726,0.03507189447936654,0.11082258402131982,0.1592159947666505,0.1457245018043252,0.026346570845022326,0.001119536503573204,0.02445297110373616,0.006522904413924088,0.007660162983156394,0.03363157721905847,0.029596342912357194,0.010462512433303072,0.003822637262882096,0.009966508835533001,0.005943761881631986,0.007935568960071599,0.004857821154219848,0.004820799009003885,5.666480346073478e-4,0.0013294351097551695,0.005379533210765857,0.0018701378458967327,0.015582327928209157,0.005639836489604055,0.0074809925669734245,0.005261103415929373,0.0064993370917945026,0.008232930796574165,0.0017221003906508468,0.0030443891340058834,0.005376188769719872,0.002416838156861265,0.0038632917615267844,0.005280226725751241,3.592641631433839e-4,0.005784292293638617,0.001500336407095458,0.0030023149732739457,0.0050780626952013535,3.687417465800563e-4,0.004661891696957987,0.001155055682641175,0.0033154461520397316,0.005237940441337314,3.5918289669785105e-4,0.005083441999352415,5.124406427209112e-4,0.0031657018632748404,0.005225910784545503,3.731569411869637e-4,0.0041579374834186415,0.005749015828943302,9.597882121593366e-4,0.008237894744773067
0.04981584580787829,0.07466204967542867,0.025179881774878676,0.033978502641573254,0.03560081748697684,0.035487788540866205,0.11667703164361902,0.17781590909032735,0.13501129131816714,0.02431440172238405,0.0016032043394135901,0.027218333476392877,0.006566073950806383,0.007230071749182637,0.029390295170695722,0.03234181053057381,0.010185965686393933,0.003486460722388099,0.00943581116170338,0.005486852990111529,0.008140431793576682,0.005377281263754459,0.004839581408240052,7.75425917624705e-4,0.001134817908064342,0.005337216685083222,0.002078758753910762,0.014990676860912685,0.005482890811906274,0.00723832820305716,0.004749450156507092,0.006531469820822272,0.008242985193527624,0.001716217957948963,0.0034131827783047976,0.005243540931570898,0.002661597254157134,0.003044978869049628,0.005117122922702831,3.502608801913459e-4,0.005449845411173123,0.0011066391189184068,0.003109265700060774,0.0054346642994079625,3.515000188539421e-4,0.00457937495563274,9.383081748205844e-4,0.0029199218211350426,0.004802797356440886,2.755840021512661e-4,0.005500008733112194,4.2756505364944413e-4,0.0032570646120045356,0.005199994012953305,3.0875284840809825e-4,0.004731241422861685,0.004989293073846731,0.0010640095131036532,0.007599554020791264
0.05345096175172139,0.07987021459123975,0.02594010627825413,0.03484647539946634,0.03549162592247077,0.03180224367930864,0.1126036682196698,0.17175906973389768,0.12882647888199325,0.025657909071237175,0.0011553323329194611,0.02468240610456921,0.005297008825107983,0.006801661329749582,0.04408954495529456,0.029691365695085573,0.011248201001943743,0.004023280867512532,0.010013886820122135,0.006359657151088036,0.007171278249748172,0.004512657205137489,0.005130432761529728,7.264721408178634e-4,0.0011678065987775408,0.005301190910811876,0.0025431830162956155,0.014654717380773369,0.006031776442577613,0.00608609591702126,0.005272356552819485,0.006556776221791365,0.0075039735461432935,0.0016022218146557268,0.0030023070766143157,0.006449570292303626,0.002187046857303278,0.0032737238858360773,0.004664755476699533,3.2384994267930774e-4,0.005212288411951091,0.0015980674833346836,0.002812400104583927,0.005195112596173712,4.4193729166226513e-4,0.004784231182856769,0.00114958207141524,0.003637246113502667,0.0051409645396042186,4.808478730313365e-4,0.00516910004010968,5.207083242272495e-4,0.003209259493259732,0.004741299725149323,3.5852008502039126e-4,0.0048131446567910765,0.005371834215916456,8.412823990212307e-4,0.006748882489400677
0.047451647913329495,0.07296405536974628,0.025824585843974377,0.03500789761670589,0.036605394326982205,0.03416313319997512,0.11045386828711859,0.17870986008394757,0.1466013638509199,0.027813015784376595,0.0012180510526991026,0.029678866631095428,0.0066701495059760165,0.00826467668035006,0.02363898862808021,0.029972716153014948,0.010353413981625181,0.0037513088304629845,0.010274556638177173,0.005671612415347623,0.007307044274113329,0.005578912328096338,0.004714627473000987,6.718942273690972e-4,0.0011826435118400184,0.004815150085721259,0.002040723113158875,0.015379513867374845,0.005692349624571616,0.006780821841221428,0.004315164888423171,0.0064215481432253795,0.008068806040986294,0.0019117479645823084,0.003278871812301352,0.00481848435392045,0.0025438582906161964,0.0032996562146387063,0.00490204221687663,2.738987667107768e-4,0.0050806260828792525,0.001180752370609582,0.00279666539258696,0.0046187062956051786,4.6223156078315604e-4,0.0045188764179968696,9.103318804953849e-4,0.0037337457318136536,0.0045718219661441085,3.200230414717083e-4,0.005078731097865827,4.270450641388591e-4,0.0032958818332873103,0.00539621774973081,3.255628937041606e-4,0.004859778968741965,0.005510507084768581,0.001106686622972227,0.006718886111750638
