model_number,model_type,precision,precision_std,recall,recall_std,roc_auc,roc_auc_std,accuracy,accuracy_std,f1,f1_std
model_2b,logistic_reg,0.8634233198610035,0.002050547001736337,0.734866163349348,0.0020921607429833853,0.7888794178640748,0.0030668235339977247,0.7242183622828784,0.0019074123884770245,0.7939605689540198,0.001477754234993637
model_2b,binary_tree,0.877181543393054,4.2821945233512636e-4,0.7190803019903912,0.0022146623774597766,0.799091058368573,0.002917227420829431,0.7240694789081886,0.001241686948208121,0.7902901847612582,0.0012560641872332702
model_2b,xgboost,0.8857365439332842,0.0024411234901659906,0.7892244337680164,0.003573462152354144,0.8489701798018711,0.003423467674889411,0.7739454094292804,0.0027118761473576723,0.8346677218309213,0.0021677502382244115
model_2b,rf,0.8589955870643862,0.00192336241150512,0.848936170212766,0.004063236193268926,0.8405122471420875,0.0026402859389934937,0.7899751861042184,0.0024278086062838565,0.8538985138464386,0.0019416637224785524
