number,min_impurity_decrease,min_weight_fraction_leaf,max_depth,min_samples_split,value,std_err
267,0.001,0.1,8,5,0.7698045478320609,0.0017262719023831553
268,0.005,0.1,8,5,0.7698045478320609,0.0017262719023831553
269,0.01,0.1,8,5,0.7698045478320609,0.0017262719023831553
270,0.02,0.1,8,5,0.7698045478320609,0.0017262719023831553
271,0.05,0.1,8,5,0.7096584149140475,0.0016178934983648063
272,0.1,0.1,8,5,0.7096584149140475,0.0016178934983648063
273,0,0.2,8,5,0.7096584149140475,0.0016178934983648063
274,0.001,0.2,8,5,0.7096584149140475,0.0016178934983648063
275,0.005,0.2,8,5,0.7096584149140475,0.0016178934983648063
276,0.01,0.2,8,5,0.7096584149140475,0.0016178934983648063
277,0.02,0.2,8,5,0.7096584149140475,0.0016178934983648063
278,0.05,0.2,8,5,0.7096584149140475,0.0016178934983648063
279,0.1,0.2,8,5,0.7096584149140475,0.0016178934983648063
280,0,0,12,5,0.840393139022905,0.002941774107336152
281,0.001,0,12,5,0.8717372203225756,0.0017010033716126627
282,0.005,0,12,5,0.8463688873015129,0.001070221825563589
283,0.01,0,12,5,0.785135749918029,0.003256034617293838
284,0.02,0,12,5,0.781184725670211,0.0014119544896617168
285,0.05,0,12,5,0.7096584149140475,0.0016178934983648063
286,0.1,0,12,5,0.7096584149140475,0.0016178934983648063
287,0,0.01,12,5,0.8615993625774822,0.0018616958479939442
288,0.001,0.01,12,5,0.8612126738957329,0.0018494974278763033
289,0.005,0.01,12,5,0.8378953249176386,0.006482791483773221
290,0.01,0.01,12,5,0.785135749918029,0.003256034617293838
291,0.02,0.01,12,5,0.781184725670211,0.0014119544896617168
292,0.05,0.01,12,5,0.7096584149140475,0.0016178934983648063
293,0.1,0.01,12,5,0.7096584149140475,0.0016178934983648063
294,0,0.05,12,5,0.8119041680328509,9.889846017561337e-4
295,0.001,0.05,12,5,0.8115039638858963,8.627809184130266e-4
296,0.005,0.05,12,5,0.8098871043920871,0.0010345526234371365
297,0.01,0.05,12,5,0.7752021855043952,0.0015463837738634724
298,0.02,0.05,12,5,0.7748513786750355,0.001501228888388237
299,0.05,0.05,12,5,0.7096584149140475,0.0016178934983648063
300,0.1,0.05,12,5,0.7096584149140475,0.0016178934983648063
301,0,0.1,12,5,0.7698045478320609,0.0017262719023831553
302,0.001,0.1,12,5,0.7698045478320609,0.0017262719023831553
303,0.005,0.1,12,5,0.7698045478320609,0.0017262719023831553
304,0.01,0.1,12,5,0.7698045478320609,0.0017262719023831553
305,0.02,0.1,12,5,0.7698045478320609,0.0017262719023831553
306,0.05,0.1,12,5,0.7096584149140475,0.0016178934983648063
307,0.1,0.1,12,5,0.7096584149140475,0.0016178934983648063
308,0,0.2,12,5,0.7096584149140475,0.0016178934983648063
309,0.001,0.2,12,5,0.7096584149140475,0.0016178934983648063
310,0.005,0.2,12,5,0.7096584149140475,0.0016178934983648063
311,0.01,0.2,12,5,0.7096584149140475,0.0016178934983648063
312,0.02,0.2,12,5,0.7096584149140475,0.0016178934983648063
313,0.05,0.2,12,5,0.7096584149140475,0.0016178934983648063
314,0.1,0.2,12,5,0.7096584149140475,0.0016178934983648063
315,0,0,20,5,0.7666968105453807,0.004310189407130759
316,0.001,0,20,5,0.8717372203225756,0.0017010033716126627
317,0.005,0,20,5,0.8463688873015129,0.001070221825563589
318,0.01,0,20,5,0.785135749918029,0.003256034617293838
319,0.02,0,20,5,0.781184725670211,0.0014119544896617168
320,0.05,0,20,5,0.7096584149140475,0.0016178934983648063
321,0.1,0,20,5,0.7096584149140475,0.0016178934983648063
322,0,0.01,20,5,0.8615993625774822,0.0018616958479939442
323,0.001,0.01,20,5,0.8612126738957329,0.0018494974278763033
324,0.005,0.01,20,5,0.8378953249176386,0.006482791483773221
325,0.01,0.01,20,5,0.785135749918029,0.003256034617293838
326,0.02,0.01,20,5,0.781184725670211,0.0014119544896617168
327,0.05,0.01,20,5,0.7096584149140475,0.0016178934983648063
328,0.1,0.01,20,5,0.7096584149140475,0.0016178934983648063
329,0,0.05,20,5,0.8119041680328509,9.889846017561337e-4
330,0.001,0.05,20,5,0.8115039638858963,8.627809184130266e-4
331,0.005,0.05,20,5,0.8098871043920871,0.0010345526234371365
