number,min_impurity_decrease,min_weight_fraction_leaf,max_depth,min_samples_split,value,std_err
431,0.02,0.01,8,10,0.781184725670211,0.0014119544896617168
432,0.05,0.01,8,10,0.7096584149140475,0.0016178934983648063
433,0.1,0.01,8,10,0.7096584149140475,0.0016178934983648063
434,0,0.05,8,10,0.8119041680328509,9.889846017561337e-4
435,0.001,0.05,8,10,0.8115039638858963,8.627809184130266e-4
436,0.005,0.05,8,10,0.8098871043920871,0.0010345526234371365
437,0.01,0.05,8,10,0.7752021855043952,0.0015463837738634724
438,0.02,0.05,8,10,0.7748513786750355,0.001501228888388237
439,0.05,0.05,8,10,0.7096584149140475,0.0016178934983648063
440,0.1,0.05,8,10,0.7096584149140475,0.0016178934983648063
441,0,0.1,8,10,0.7698045478320609,0.0017262719023831553
442,0.001,0.1,8,10,0.7698045478320609,0.0017262719023831553
443,0.005,0.1,8,10,0.7698045478320609,0.0017262719023831553
444,0.01,0.1,8,10,0.7698045478320609,0.0017262719023831553
445,0.02,0.1,8,10,0.7698045478320609,0.0017262719023831553
446,0.05,0.1,8,10,0.7096584149140475,0.0016178934983648063
447,0.1,0.1,8,10,0.7096584149140475,0.0016178934983648063
448,0,0.2,8,10,0.7096584149140475,0.0016178934983648063
449,0.001,0.2,8,10,0.7096584149140475,0.0016178934983648063
450,0.005,0.2,8,10,0.7096584149140475,0.0016178934983648063
451,0.01,0.2,8,10,0.7096584149140475,0.0016178934983648063
452,0.02,0.2,8,10,0.7096584149140475,0.0016178934983648063
453,0.05,0.2,8,10,0.7096584149140475,0.0016178934983648063
454,0.1,0.2,8,10,0.7096584149140475,0.0016178934983648063
455,0,0,12,10,0.856019202694896,0.0019574786118975993
456,0.001,0,12,10,0.8717372203225756,0.0017010033716126627
457,0.005,0,12,10,0.8463688873015129,0.001070221825563589
458,0.01,0,12,10,0.785135749918029,0.003256034617293838
459,0.02,0,12,10,0.781184725670211,0.0014119544896617168
460,0.05,0,12,10,0.7096584149140475,0.0016178934983648063
461,0.1,0,12,10,0.7096584149140475,0.0016178934983648063
462,0,0.01,12,10,0.8615993625774822,0.0018616958479939442
463,0.001,0.01,12,10,0.8612126738957329,0.0018494974278763033
464,0.005,0.01,12,10,0.8378953249176386,0.006482791483773221
465,0.01,0.01,12,10,0.785135749918029,0.003256034617293838
466,0.02,0.01,12,10,0.781184725670211,0.0014119544896617168
467,0.05,0.01,12,10,0.7096584149140475,0.0016178934983648063
468,0.1,0.01,12,10,0.7096584149140475,0.0016178934983648063
469,0,0.05,12,10,0.8119041680328509,9.889846017561337e-4
470,0.001,0.05,12,10,0.8115039638858963,8.627809184130266e-4
471,0.005,0.05,12,10,0.8098871043920871,0.0010345526234371365
472,0.01,0.05,12,10,0.7752021855043952,0.0015463837738634724
473,0.02,0.05,12,10,0.7748513786750355,0.001501228888388237
474,0.05,0.05,12,10,0.7096584149140475,0.0016178934983648063
475,0.1,0.05,12,10,0.7096584149140475,0.0016178934983648063
476,0,0.1,12,10,0.7698045478320609,0.0017262719023831553
477,0.001,0.1,12,10,0.7698045478320609,0.0017262719023831553
478,0.005,0.1,12,10,0.7698045478320609,0.0017262719023831553
479,0.01,0.1,12,10,0.7698045478320609,0.0017262719023831553
480,0.02,0.1,12,10,0.7698045478320609,0.0017262719023831553
481,0.05,0.1,12,10,0.7096584149140475,0.0016178934983648063
482,0.1,0.1,12,10,0.7096584149140475,0.0016178934983648063
483,0,0.2,12,10,0.7096584149140475,0.0016178934983648063
484,0.001,0.2,12,10,0.7096584149140475,0.0016178934983648063
485,0.005,0.2,12,10,0.7096584149140475,0.0016178934983648063
486,0.01,0.2,12,10,0.7096584149140475,0.0016178934983648063
487,0.02,0.2,12,10,0.7096584149140475,0.0016178934983648063
488,0.05,0.2,12,10,0.7096584149140475,0.0016178934983648063
489,0.1,0.2,12,10,0.7096584149140475,0.0016178934983648063
490,0,0,20,10,0.810245327650007,0.0025319921569654734
491,0.001,0,20,10,0.8717372203225756,0.0017010033716126627
492,0.005,0,20,10,0.8463688873015129,0.001070221825563589
493,0.01,0,20,10,0.785135749918029,0.003256034617293838
494,0.02,0,20,10,0.781184725670211,0.0014119544896617168
495,0.05,0,20,10,0.7096584149140475,0.0016178934983648063
496,0.1,0,20,10,0.7096584149140475,0.0016178934983648063
497,0,0.01,20,10,0.8615993625774822,0.0018616958479939442
498,0.001,0.01,20,10,0.8612126738957329,0.0018494974278763033
499,0.005,0.01,20,10,0.8378953249176386,0.006482791483773221
500,0.01,0.01,20,10,0.785135749918029,0.003256034617293838
501,0.02,0.01,20,10,0.781184725670211,0.0014119544896617168
502,0.05,0.01,20,10,0.7096584149140475,0.0016178934983648063
503,0.1,0.01,20,10,0.7096584149140475,0.0016178934983648063
504,0,0.05,20,10,0.8119041680328509,9.889846017561337e-4
505,0.001,0.05,20,10,0.8115039638858963,8.627809184130266e-4
506,0.005,0.05,20,10,0.8098871043920871,0.0010345526234371365
507,0.01,0.05,20,10,0.7752021855043952,0.0015463837738634724
508,0.02,0.05,20,10,0.7748513786750355,0.001501228888388237
509,0.05,0.05,20,10,0.7096584149140475,0.0016178934983648063
510,0.1,0.05,20,10,0.7096584149140475,0.0016178934983648063
511,0,0.1,20,10,0.7698045478320609,0.0017262719023831553
512,0.001,0.1,20,10,0.7698045478320609,0.0017262719023831553
513,0.005,0.1,20,10,0.7698045478320609,0.0017262719023831553
514,0.01,0.1,20,10,0.7698045478320609,0.0017262719023831553
515,0.02,0.1,20,10,0.7698045478320609,0.0017262719023831553
516,0.05,0.1,20,10,0.7096584149140475,0.0016178934983648063
517,0.1,0.1,20,10,0.7096584149140475,0.0016178934983648063
518,0,0.2,20,10,0.7096584149140475,0.0016178934983648063
519,0.001,0.2,20,10,0.7096584149140475,0.0016178934983648063
520,0.005,0.2,20,10,0.7096584149140475,0.0016178934983648063
521,0.01,0.2,20,10,0.7096584149140475,0.0016178934983648063
522,0.02,0.2,20,10,0.7096584149140475,0.0016178934983648063
523,0.05,0.2,20,10,0.7096584149140475,0.0016178934983648063
524,0.1,0.2,20,10,0.7096584149140475,0.0016178934983648063
525,0,0,3,20,0.7754925191656128,0.0013764495417933162
526,0.001,0,3,20,0.7754925191656128,0.0013764495417933162
527,0.005,0,3,20,0.7754925191656128,0.0013764495417933162
528,0.01,0,3,20,0.7754925191656128,0.0013764495417933162
529,0.02,0,3,20,0.7726548472215716,0.0023820795562714157
530,0.05,0,3,20,0.7096584149140475,0.0016178934983648063
531,0.1,0,3,20,0.7096584149140475,0.0016178934983648063
532,0,0.01,3,20,0.7754925191656128,0.0013764495417933162
533,0.001,0.01,3,20,0.7754925191656128,0.0013764495417933162
534,0.005,0.01,3,20,0.7754925191656128,0.0013764495417933162
535,0.01,0.01,3,20,0.7754925191656128,0.0013764495417933162
536,0.02,0.01,3,20,0.7726548472215716,0.0023820795562714157
537,0.05,0.01,3,20,0.7096584149140475,0.0016178934983648063
538,0.1,0.01,3,20,0.7096584149140475,0.0016178934983648063
539,0,0.05,3,20,0.7748513786750355,0.001501228888388237
540,0.001,0.05,3,20,0.7748513786750355,0.001501228888388237
541,0.005,0.05,3,20,0.7748513786750355,0.001501228888388237
542,0.01,0.05,3,20,0.7748513786750355,0.001501228888388237
543,0.02,0.05,3,20,0.7748513786750355,0.001501228888388237
544,0.05,0.05,3,20,0.7096584149140475,0.0016178934983648063
545,0.1,0.05,3,20,0.7096584149140475,0.0016178934983648063
546,0,0.1,3,20,0.7698045478320609,0.0017262719023831553
547,0.001,0.1,3,20,0.7698045478320609,0.0017262719023831553
548,0.005,0.1,3,20,0.7698045478320609,0.0017262719023831553
549,0.01,0.1,3,20,0.7698045478320609,0.0017262719023831553
550,0.02,0.1,3,20,0.7698045478320609,0.0017262719023831553
551,0.05,0.1,3,20,0.7096584149140475,0.0016178934983648063
552,0.1,0.1,3,20,0.7096584149140475,0.0016178934983648063
553,0,0.2,3,20,0.7096584149140475,0.0016178934983648063
554,0.001,0.2,3,20,0.7096584149140475,0.0016178934983648063
555,0.005,0.2,3,20,0.7096584149140475,0.0016178934983648063
556,0.01,0.2,3,20,0.7096584149140475,0.0016178934983648063
557,0.02,0.2,3,20,0.7096584149140475,0.0016178934983648063
558,0.05,0.2,3,20,0.7096584149140475,0.0016178934983648063
559,0.1,0.2,3,20,0.7096584149140475,0.0016178934983648063
560,0,0,5,20,0.8615505800427811,0.0031028270152479785
561,0.001,0,5,20,0.8586474776336128,0.003165705502361674
562,0.005,0,5,20,0.8430291914531516,0.002731299728219324
563,0.01,0,5,20,0.785135749918029,0.003256034617293838
564,0.02,0,5,20,0.781184725670211,0.0014119544896617168
565,0.05,0,5,20,0.7096584149140475,0.0016178934983648063
566,0.1,0,5,20,0.7096584149140475,0.0016178934983648063
567,0,0.01,5,20,0.8536452429465861,0.0032680675024500372
568,0.001,0.01,5,20,0.8536448135744064,0.0032678444708076925
569,0.005,0.01,5,20,0.8345968097647041,0.008494914936567786
570,0.01,0.01,5,20,0.785135749918029,0.003256034617293838
571,0.02,0.01,5,20,0.781184725670211,0.0014119544896617168
572,0.05,0.01,5,20,0.7096584149140475,0.0016178934983648063
573,0.1,0.01,5,20,0.7096584149140475,0.0016178934983648063
574,0,0.05,5,20,0.8119041680328509,9.889846017561337e-4
575,0.001,0.05,5,20,0.8115039638858963,8.627809184130266e-4
576,0.005,0.05,5,20,0.8098871043920871,0.0010345526234371365
577,0.01,0.05,5,20,0.7752021855043952,0.0015463837738634724
578,0.02,0.05,5,20,0.7748513786750355,0.001501228888388237
579,0.05,0.05,5,20,0.7096584149140475,0.0016178934983648063
580,0.1,0.05,5,20,0.7096584149140475,0.0016178934983648063
581,0,0.1,5,20,0.7698045478320609,0.0017262719023831553
582,0.001,0.1,5,20,0.7698045478320609,0.0017262719023831553
583,0.005,0.1,5,20,0.7698045478320609,0.0017262719023831553
584,0.01,0.1,5,20,0.7698045478320609,0.0017262719023831553
585,0.02,0.1,5,20,0.7698045478320609,0.0017262719023831553
586,0.05,0.1,5,20,0.7096584149140475,0.0016178934983648063
587,0.1,0.1,5,20,0.7096584149140475,0.0016178934983648063
588,0,0.2,5,20,0.7096584149140475,0.0016178934983648063
589,0.001,0.2,5,20,0.7096584149140475,0.0016178934983648063
590,0.005,0.2,5,20,0.7096584149140475,0.0016178934983648063
591,0.01,0.2,5,20,0.7096584149140475,0.0016178934983648063
592,0.02,0.2,5,20,0.7096584149140475,0.0016178934983648063
593,0.05,0.2,5,20,0.7096584149140475,0.0016178934983648063
594,0.1,0.2,5,20,0.7096584149140475,0.0016178934983648063
595,0,0,8,20,0.882435359970022,0.001543929220771133
596,0.001,0,8,20,0.8713298437085265,0.0016357217463062585
597,0.005,0,8,20,0.8463688873015129,0.001070221825563589
598,0.01,0,8,20,0.785135749918029,0.003256034617293838
599,0.02,0,8,20,0.781184725670211,0.0014119544896617168
600,0.05,0,8,20,0.7096584149140475,0.0016178934983648063
601,0.1,0,8,20,0.7096584149140475,0.0016178934983648063
602,0,0.01,8,20,0.8615993625774822,0.0018616958479939442
603,0.001,0.01,8,20,0.8612126738957329,0.0018494974278763033
604,0.005,0.01,8,20,0.8378953249176386,0.006482791483773221
605,0.01,0.01,8,20,0.785135749918029,0.003256034617293838
606,0.02,0.01,8,20,0.781184725670211,0.0014119544896617168
607,0.05,0.01,8,20,0.7096584149140475,0.0016178934983648063
608,0.1,0.01,8,20,0.7096584149140475,0.0016178934983648063
609,0,0.05,8,20,0.8119041680328509,9.889846017561337e-4
610,0.001,0.05,8,20,0.8115039638858963,8.627809184130266e-4
611,0.005,0.05,8,20,0.8098871043920871,0.0010345526234371365
612,0.01,0.05,8,20,0.7752021855043952,0.0015463837738634724
613,0.02,0.05,8,20,0.7748513786750355,0.001501228888388237
614,0.05,0.05,8,20,0.7096584149140475,0.0016178934983648063
615,0.1,0.05,8,20,0.7096584149140475,0.0016178934983648063
616,0,0.1,8,20,0.7698045478320609,0.0017262719023831553
617,0.001,0.1,8,20,0.7698045478320609,0.0017262719023831553
618,0.005,0.1,8,20,0.7698045478320609,0.0017262719023831553
619,0.01,0.1,8,20,0.7698045478320609,0.0017262719023831553
620,0.02,0.1,8,20,0.7698045478320609,0.0017262719023831553
621,0.05,0.1,8,20,0.7096584149140475,0.0016178934983648063
622,0.1,0.1,8,20,0.7096584149140475,0.0016178934983648063
623,0,0.2,8,20,0.7096584149140475,0.0016178934983648063
624,0.001,0.2,8,20,0.7096584149140475,0.0016178934983648063
625,0.005,0.2,8,20,0.7096584149140475,0.0016178934983648063
626,0.01,0.2,8,20,0.7096584149140475,0.0016178934983648063
627,0.02,0.2,8,20,0.7096584149140475,0.0016178934983648063
628,0.05,0.2,8,20,0.7096584149140475,0.0016178934983648063
629,0.1,0.2,8,20,0.7096584149140475,0.0016178934983648063
630,0,0,12,20,0.8712567821287492,0.0018874029389255277
631,0.001,0,12,20,0.8717372203225756,0.0017010033716126627
632,0.005,0,12,20,0.8463688873015129,0.001070221825563589
633,0.01,0,12,20,0.785135749918029,0.003256034617293838
634,0.02,0,12,20,0.781184725670211,0.0014119544896617168
635,0.05,0,12,20,0.7096584149140475,0.0016178934983648063
636,0.1,0,12,20,0.7096584149140475,0.0016178934983648063
637,0,0.01,12,20,0.8615993625774822,0.0018616958479939442
638,0.001,0.01,12,20,0.8612126738957329,0.0018494974278763033
639,0.005,0.01,12,20,0.8378953249176386,0.006482791483773221
640,0.01,0.01,12,20,0.785135749918029,0.003256034617293838
641,0.02,0.01,12,20,0.781184725670211,0.0014119544896617168
642,0.05,0.01,12,20,0.7096584149140475,0.0016178934983648063
643,0.1,0.01,12,20,0.7096584149140475,0.0016178934983648063
644,0,0.05,12,20,0.8119041680328509,9.889846017561337e-4
645,0.001,0.05,12,20,0.8115039638858963,8.627809184130266e-4
646,0.005,0.05,12,20,0.8098871043920871,0.0010345526234371365
647,0.01,0.05,12,20,0.7752021855043952,0.0015463837738634724
648,0.02,0.05,12,20,0.7748513786750355,0.001501228888388237
649,0.05,0.05,12,20,0.7096584149140475,0.0016178934983648063
650,0.1,0.05,12,20,0.7096584149140475,0.0016178934983648063
651,0,0.1,12,20,0.7698045478320609,0.0017262719023831553
652,0.001,0.1,12,20,0.7698045478320609,0.0017262719023831553
653,0.005,0.1,12,20,0.7698045478320609,0.0017262719023831553
654,0.01,0.1,12,20,0.7698045478320609,0.0017262719023831553
655,0.02,0.1,12,20,0.7698045478320609,0.0017262719023831553
656,0.05,0.1,12,20,0.7096584149140475,0.0016178934983648063
657,0.1,0.1,12,20,0.7096584149140475,0.0016178934983648063
658,0,0.2,12,20,0.7096584149140475,0.0016178934983648063
659,0.001,0.2,12,20,0.7096584149140475,0.0016178934983648063
660,0.005,0.2,12,20,0.7096584149140475,0.0016178934983648063
661,0.01,0.2,12,20,0.7096584149140475,0.0016178934983648063
662,0.02,0.2,12,20,0.7096584149140475,0.0016178934983648063
663,0.05,0.2,12,20,0.7096584149140475,0.0016178934983648063
664,0.1,0.2,12,20,0.7096584149140475,0.0016178934983648063
665,0,0,20,20,0.8498953698065483,0.0014636125892824028
666,0.001,0,20,20,0.8717372203225756,0.0017010033716126627
667,0.005,0,20,20,0.8463688873015129,0.001070221825563589
668,0.01,0,20,20,0.785135749918029,0.003256034617293838
669,0.02,0,20,20,0.781184725670211,0.0014119544896617168
670,0.05,0,20,20,0.7096584149140475,0.0016178934983648063
671,0.1,0,20,20,0.7096584149140475,0.0016178934983648063
672,0,0.01,20,20,0.8615993625774822,0.0018616958479939442
673,0.001,0.01,20,20,0.8612126738957329,0.0018494974278763033
674,0.005,0.01,20,20,0.8378953249176386,0.006482791483773221
675,0.01,0.01,20,20,0.785135749918029,0.003256034617293838
676,0.02,0.01,20,20,0.781184725670211,0.0014119544896617168
677,0.05,0.01,20,20,0.7096584149140475,0.0016178934983648063
678,0.1,0.01,20,20,0.7096584149140475,0.0016178934983648063
679,0,0.05,20,20,0.8119041680328509,9.889846017561337e-4
680,0.001,0.05,20,20,0.8115039638858963,8.627809184130266e-4
681,0.005,0.05,20,20,0.8098871043920871,0.0010345526234371365
682,0.01,0.05,20,20,0.7752021855043952,0.0015463837738634724
683,0.02,0.05,20,20,0.7748513786750355,0.001501228888388237
684,0.05,0.05,20,20,0.7096584149140475,0.0016178934983648063
685,0.1,0.05,20,20,0.7096584149140475,0.0016178934983648063
686,0,0.1,20,20,0.7698045478320609,0.0017262719023831553
687,0.001,0.1,20,20,0.7698045478320609,0.0017262719023831553
688,0.005,0.1,20,20,0.7698045478320609,0.0017262719023831553
689,0.01,0.1,20,20,0.7698045478320609,0.0017262719023831553
690,0.02,0.1,20,20,0.7698045478320609,0.0017262719023831553
691,0.05,0.1,20,20,0.7096584149140475,0.0016178934983648063
692,0.1,0.1,20,20,0.7096584149140475,0.0016178934983648063
693,0,0.2,20,20,0.7096584149140475,0.0016178934983648063
694,0.001,0.2,20,20,0.7096584149140475,0.0016178934983648063
695,0.005,0.2,20,20,0.7096584149140475,0.0016178934983648063
696,0.01,0.2,20,20,0.7096584149140475,0.0016178934983648063
697,0.02,0.2,20,20,0.7096584149140475,0.0016178934983648063
698,0.05,0.2,20,20,0.7096584149140475,0.0016178934983648063
699,0.1,0.2,20,20,0.7096584149140475,0.0016178934983648063
