model_number,model_type,precision,precision_std,recall,recall_std,roc_auc,roc_auc_std,accuracy,accuracy_std,f1,f1_std
model_2a,logistic_reg,0.6905972392904088,0.003456224838596884,0.7003154574132492,0.007014938787992761,0.7349151576725754,0.003683796002758264,0.6748327759197325,0.004298342019801744,0.6953690746589719,0.0047562646678356675
model_2a,binary_tree,0.6987411693970557,0.003737812082192364,0.7152996845425867,0.010875277082610851,0.728566577230935,0.0038262190351876376,0.6855351170568562,0.004440736128013291,0.7067054654152621,0.005699912015425619
model_2a,xgboost,0.7311112446033579,0.0028410956931608834,0.7154574132492113,0.0052284151871237194,0.7856567913153788,0.002705564737166207,0.7096153846153846,0.0022391797647184613,0.7231217478609441,0.002607607232426338
model_2a,rf,0.7250515146608779,0.003097819340408768,0.7271293375394322,0.006838953750371867,0.7858053987000011,0.003264050104511525,0.7091973244147157,0.0040542787666782735,0.7260349788801078,0.004513638713148086
