model_number,model_type,precision,precision_std,recall,recall_std,roc_auc,roc_auc_std,accuracy,accuracy_std,f1,f1_std
model_1,xgboost,0.9834758506427927,7.911531516517905e-4,0.821759904778099,0.0057194893053524355,0.8168028396531202,0.007411121614526983,0.8158405348116745,0.005380832858352216,0.8953303059767688,0.0034042668501916722
model_1,rf,0.9806646986520899,7.827421907530588e-4,0.864861418126169,0.002954557158036529,0.8105741384010385,0.007683782341286392,0.8540567422142508,0.0025696620480762404,0.9191166585678381,0.0015607688862777486
