model_number,model_type,precision,precision_std,recall,recall_std,roc_auc,roc_auc_std,accuracy,accuracy_std,f1,f1_std
model_2,xgboost,0.9686285956846388,4.0099565489011167e-4,0.7785341903231566,0.002823505430291144,0.8396607681622117,0.0018742725052265739,0.7747538311053146,0.002513849065400456,0.8632290240414384,0.0017502799664062736
model_2,rf,0.9634400382943531,5.102738663686101e-4,0.8170183895732905,0.0022512822218794595,0.832919366114266,0.0011948209765579743,0.8046087381806325,0.0021061730850063104,0.8842024093735094,0.001381966992272029
