feature,mean_importance,median_importance,sd_importance
i11_health_Very willing,0.27038597077786286,0.27290116263021386,0.022121911980158282
i9_health_Yes,0.1351679279178097,0.1314209982677988,0.017531859292061348
age,0.06822176283291807,0.06818713618637313,0.003552574923880671
r1_1,0.059155672996144645,0.05861640291951317,0.003956305534326058
household_size,0.057490298333927714,0.057166981988536605,0.003387177282361597
week_number,0.050010922839163655,0.04955312881133896,0.0032235294137246224
gender_Male,0.04601815683194157,0.04570842589917866,0.0035906354836716297
i2_health,0.03288809522944426,0.03254324593840812,0.0027025603994697343
vaccination_status_2,0.02580034363140358,0.025553715497811647,0.0022111741967677876
PHQ4_1_Not at all,0.01817588851929485,0.01804693678718059,0.0017857707600638997
r1_2,0.016733293148915373,0.01671859054575298,0.001890816530557419
cantril_ladder,0.01666639292693658,0.016538525046967005,0.0018249061660366953
i11_health_Very unwilling,0.015171619832796196,0.014732870403641051,0.003277428467532582
vaccination_status_1,0.013157666641811316,0.013356281607014613,0.0013769005734618315
PHQ4_1_Several days,0.013361132807227578,0.013185402583278962,0.0018089105779880712
WCRex1_Very badly,0.012261934697931383,0.012145186875578213,0.002125219893427282
PHQ4_2_Not at all,0.012234958886470464,0.012003105340991013,0.001741099516767088
i11_health_Somewhat willing,0.011532562694564276,0.011430071733611075,0.0015275903893508568
PHQ4_4_Nearly every day,0.010616365852143723,0.01069457084056823,0.0010671326561036323
WCRex2_A lot of confidence,0.008734420722693181,0.008886158009300562,0.0010153095537674542
WCRex1_Somewhat well,0.008721032636022509,0.008515086504001863,0.0014517538092054633
d1_comorbidities_Yes,0.008432532908308225,0.008439829018368705,0.001175248673046081
PHQ4_3_Several days,0.007270833807577419,0.00732967689696146,0.001125713872529247
PHQ4_2_Several days,0.006894759781141126,0.0067215851398448444,0.0013053699680692001
PHQ4_1_Nearly every day,0.006103033367927071,0.005982443369955897,0.0011802249301014584
PHQ4_4_Several days,0.0059243598643452374,0.0058218955983039035,9.408335608444013e-4
PHQ4_3_Nearly every day,0.004741353123887633,0.00476308207777534,0.0010147254157542474
employment_status_Not working,0.004529439897308469,0.004608081510494036,8.145062694213969e-4
PHQ4_4_Not at all,0.004427765979301031,0.004535503260785239,0.0010840687346714488
i9_health_Not sure,0.003985825538825356,0.0037937668451204767,7.754751700355259e-4
WCRex2_Don't know,0.003644525260239082,0.003519161367798968,7.759432008504271e-4
vl_num,0.003414993438610957,0.0033418847049797923,8.208337572123219e-4
WCRex2_No confidence at all,0.0032375264261304717,0.0030956359117848458,0.0011413532483186821
region_North east,0.003029215361376724,0.002926091383541428,7.974035904225272e-4
hl_covid_num,0.0027407149321592556,0.0027719617951833817,9.236366408807043e-4
region_South,0.002678201261513262,0.0026885758904346083,6.943378802812243e-4
employment_status_Retired,0.00252715307805135,0.0026329336347373955,7.757357200407004e-4
WCRex2_Not very much confidence,0.0023896120121193374,0.002311714836844972,6.540571472129771e-4
WCRex1_Very well,0.0022954373413914815,0.0022497980858796956,7.438707720041888e-4
region_North west,0.0022113656145841616,0.002189668039503923,7.633471830250986e-4
PHQ4_2_Nearly every day,0.0022565268978640795,0.0021332786460488903,8.269260037998069e-4
employment_status_Part time employment,0.001972950426401019,0.0019804258913402877,6.992680610094285e-4
PHQ4_3_Not at all,0.0018363594772062635,0.0018569489217733098,6.613676782345202e-4
i11_health_Somewhat unwilling,0.0021604093976986863,0.0016149953810087317,0.0017154223189270038
employment_status_Unemployed,0.001252060973071188,0.0012267212507150026,5.375062967695647e-4
vaccination_status_3,0.0012341086091942773,0.0010784870492289082,6.264447404227605e-4
employment_status_Full time student,0.0010584736339020824,0.0010252631239337528,4.666494986358284e-4
employment_status_Other,0.0010120599206647988,9.990741826502148e-4,4.643110009577615e-4
region_Islands,8.984567791591824e-4,8.163823125580491e-4,4.3907599147575944e-4
WCRex1_Somewhat badly,8.488565161330603e-4,7.825071997608964e-4,5.075585335046336e-4
i11_health_Not sure,7.64546718944583e-4,7.402675701513893e-4,4.050609041394942e-4
d1_comorbidities_Prefer_not_to_say,4.7485095708811674e-4,4.757863274531352e-4,2.5999821073664553e-4
PHQ4_1_Prefer not to say,4.025929573020601e-4,3.451473047206818e-4,2.908851246137119e-4
PHQ4_2_Prefer not to say,4.007410595122616e-4,3.357496103838967e-4,3.151989972101705e-4
PHQ4_3_Prefer not to say,3.961194800467945e-4,3.315119559495215e-4,3.4650242946560034e-4
PHQ4_4_Prefer not to say,4.581644359038798e-5,0,9.85311781677451e-5
