i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,hl_covid_num,vl_num,region_Islands,region_North east,region_North west,region_South,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Full time student,employment_status_Not working,employment_status_Other,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes,vaccination_status_1,vaccination_status_2,vaccination_status_3
0.0263995562927162,0.04439110628981409,0.05511653495603258,0.01725988080621107,0.05635405745265023,0.01584011062054687,0.033534636098799586,0.0059601178880014805,0.006283685231254294,0.003141189029531756,0.0032855356899325573,0.0040085679027469946,0.003974060301316662,0.049075256251317034,0.014974262926468442,0.14510592871250672,0.0016504990007139668,0.002934693003279325,0.0018046950248408384,0.0033647492238623846,0.003648611343867005,0.0035729483561258513,0.0017656858555837422,0.018436805074361573,0.010755696448281822,0.02944892560046287,0.22978680493025966,0.0034143677951619872,0.014358339007830793,0.0128929008755664,0.0032167623077451776,0.007965688615612932,0.003704503447794955,0.013712139719742882,0.0033325726022323887,0.005238463944088472,0.0126575705630696,0.0021189692255430105,0.009231469694469842,0.0038310913474113805,0.010361418786437194,0.0016207770529375646,0.007126739393479791,0.004218830039040881,0.00438585572013111,0.0014018681271652132,0.010215496427078656,0.005165502940927918,0.005508973991119888,0.0010226108629911924,0.005537067812067254,0.0013530932094890928,0.006095699098770319,0.01470258220422623,0.02880542052317923,0.004928624353203074
0.026533105590730646,0.044175333704971495,0.05129767873918117,0.0162887342345648,0.057745367007747885,0.01617198618983977,0.030004045988668418,0.005661003142598675,0.0059894653773831085,0.003086264355845604,0.003578693009682144,0.0036335192586590733,0.004017979692784754,0.05103033757502,0.011080232157460554,0.1535507166769703,0.0019283686790618326,0.0031444392436883427,0.0017122874943770253,0.0034676516068445676,0.0037739144408340097,0.0035371492835746168,0.0029449891933939483,0.019798587653848208,0.011099652811913085,0.028601125515335425,0.23215966334371285,0.003733775332680012,0.013432538290705155,0.014351536226614968,0.002962629142918636,0.007383575856477783,0.0033920564700347117,0.015382475812040037,0.003950106191125589,0.005094054237964643,0.014435369571249967,0.0015538981993883279,0.009611065331140136,0.0033075039395709547,0.012602013184471504,0.0011535084291140496,0.0065059518729887016,0.0038234986840238933,0.0037512095718994225,0.001681504098395835,0.00869324127037535,0.005003742957533643,0.005771798967611893,0.0011731778578004351,0.005320594925189621,9.638146329549714e-4,0.005654012626342016,0.017112163722602724,0.02138000902454546,0.004806881603547281
0.024526867550701714,0.0455598910947979,0.05008805522281138,0.01632791876615484,0.05322940354405853,0.015613471841185094,0.03522588085029553,0.006254587008226342,0.0056338472827239736,0.0026741555478828564,0.004038072911240121,0.0037733307324335596,0.0043897640833015375,0.05125375696800942,0.01373554252501799,0.15755573819367175,0.002026908893785028,0.002946470883105854,0.0017374004083838643,0.0031862154527898855,0.004122963256989713,0.0033561318480851226,0.00337539766679572,0.019641360040111713,0.011152317802840764,0.027867811498471506,0.22975803889019658,0.0032856381038529935,0.013275098956287491,0.01198975183918553,0.002442463643695,0.008223253764024828,0.004524770497642005,0.013762866378374218,0.003724778921024784,0.005442476698264177,0.012598868390411706,0.0021053869475433453,0.009399558956992004,0.0034139461175424607,0.011575178092398008,0.0012614987289040298,0.007010846858456821,0.004722024446435878,0.0037858931056288896,0.0015579132029265989,0.007639408244888675,0.005655639266671048,0.00584012916854839,0.0014558687852159588,0.005004073385550559,0.001073034550637518,0.006375184058498802,0.01626471811997996,0.022732694325106703,0.004805735681243375
0.02358741445255805,0.05100319010959869,0.0541038239673555,0.015491732538380503,0.055367192582139936,0.015380030616234608,0.031213618051023708,0.005798911224681518,0.005773151718045542,0.0029235967597159565,0.003656039206199517,0.00374294161934914,0.0035091971459171394,0.049793421842315964,0.010274218858584327,0.15695356002816882,0.001982676554154134,0.002270695933285711,0.0018277955953526403,0.0032320267029092744,0.003315446310655639,0.003288445324104608,0.002883315218085827,0.017488680203028274,0.01200187579584731,0.031620600745548885,0.22865808439092544,0.0034895962088241045,0.01447726482337647,0.013482677065715268,0.002919224426706458,0.00758497625315394,0.0035359896458436123,0.014133173602870206,0.0036237650520051273,0.005697181425836799,0.013597833865438114,0.0021379138635955115,0.009707622991980734,0.0033342736664599346,0.01230826428880875,0.001524274155451995,0.006362009785948856,0.0046940823305837345,0.0030434605484137237,0.001288516455960797,0.008806450416654822,0.0052978071383036375,0.0057823054770571244,0.0012529600764377893,0.005269912417754578,0.001115047947695033,0.005326267694778703,0.016196233854143885,0.02211613240844214,0.004753098617591471
0.024611607321295532,0.04394418535473847,0.05794175972835021,0.016306591876964982,0.05532225139633037,0.016152555426708307,0.0321866537421315,0.005780095920971312,0.0060768949905649124,0.0027870860721271942,0.0038949110314449994,0.004053924923678909,0.004145166463524534,0.04823406944420748,0.01379181408099605,0.14864213576869612,0.0021096033184550512,0.0026381990790584637,0.0016478134310809708,0.003058452778474364,0.003626434718465382,0.00345166867471301,0.002321020527577726,0.01848111644516809,0.011942976421170341,0.02961909381871894,0.23302396139704182,0.003379815289907868,0.01427079715033863,0.014290556985005988,0.003824617034815715,0.007311353145650789,0.0029724735086849555,0.013083257379915105,0.0037556025556981106,0.005462155081932117,0.013076117261507566,0.002101307451834066,0.009033316080721937,0.00391915230239656,0.011549488424934824,0.0018753967443846159,0.0069724213469769545,0.004495878261635432,0.00431734039375137,0.0016044901910501122,0.009305649804401501,0.005205199447642794,0.005569223717493736,0.001207894598372435,0.005865880947261101,0.001325389731900213,0.006118056700075329,0.015220487177609104,0.022352130873289452,0.004742506258156604
0.026957967761419767,0.04567832594859926,0.05458496323789853,0.016037922868312997,0.054550379703565514,0.016020467106864524,0.03230579031657945,0.005732821016152827,0.006000261365463271,0.0029302449845005915,0.0037478064984031254,0.0035078417345810685,0.0035020286186381606,0.049860875629906494,0.012009142702206774,0.1693670270426584,0.002069561099992502,0.002535508245144185,0.0015874454090110367,0.003441015389849849,0.004097252012504784,0.003963496207573954,0.0032692692980625785,0.018318889925824488,0.011057819306877067,0.028761888632557443,0.21744725626241868,0.0030238673194845273,0.014845199969331153,0.013137168859824546,0.002719934970076918,0.007943086724024788,0.0036763081961324515,0.0137898485782521,0.0038785159089082958,0.005529517802390077,0.01397436398450968,0.0018281231179141653,0.010270185205747743,0.0035823981962657633,0.01087898867036551,0.0013147883815001454,0.006876867366502733,0.004314475936516268,0.004314961341702839,0.0010171520656442566,0.009304194241061197,0.005020160461644991,0.005570451036498452,9.719338942188743e-4,0.00519158827303871,0.0013478638487355043,0.006179174295147505,0.013796328125895253,0.02167366231777582,0.004685622585322449
0.025621507458246526,0.051500628263715674,0.05192052000757983,0.01551865637785307,0.055318809755747586,0.015472967136650728,0.03566814478389026,0.005850908053024465,0.006058445313365395,0.0029936331312142967,0.0035420522817393146,0.0036456722182086313,0.0037684788122390642,0.04845682245370425,0.011927150239044249,0.13778163048688155,0.0018460907602620774,0.0023984522500850227,0.001503100367891911,0.0033835204721659267,0.004192928859255257,0.0034106532036064126,0.0022986814786639417,0.016682014021943508,0.01122452422586073,0.02952491268390724,0.2449917436147365,0.0035917409499803578,0.014255707335427161,0.014444009666959795,0.0027705635749834066,0.007456519636636974,0.003675541647785558,0.013904278516841203,0.003543724646437914,0.004958125934605553,0.01470541419134342,0.0026109407952754817,0.008695315670590866,0.003491969584942467,0.010647688685103926,0.0015122650805099887,0.00733368232956376,0.0038375978499193527,0.0038238633900687094,0.0013397792928049193,0.009306209144217545,0.0052899730964622105,0.00535106788030704,0.0010923097728616357,0.005694585574469282,0.0012738839770888473,0.006341666458177663,0.014601043977493325,0.02281759331215229,0.005130289315505968
0.025684690349362316,0.04848173695938355,0.050793456290016345,0.016022713921975264,0.05559833642798775,0.015275438791159269,0.03362145548081737,0.00571952299356346,0.006034887455352958,0.002716766925733014,0.003401890619110702,0.00370877058858217,0.003886576505349901,0.053854374958390995,0.013549570196747848,0.1496897770236116,0.0021070516550187727,0.0023598684432005815,0.0017088838160436123,0.0037266667309449816,0.003349755439822241,0.0035521916335269194,0.002444117088811713,0.02057448511697399,0.01203854284194717,0.03151650701084812,0.2248915769368133,0.0033025763408973258,0.013293868403450208,0.013358845282371723,0.0032990553025564967,0.007580757872158409,0.0036877590188810535,0.013489352981143898,0.0034630764425041443,0.006034076569190707,0.01652777224058058,0.0019369967653391643,0.009925481689490277,0.00305388879260518,0.010848002457509732,0.001407042134153702,0.006738424509918819,0.004220958832347369,0.003784726797753447,0.0013352941145975514,0.008869830877540312,0.0057352828248187935,0.0060962407072632785,0.0013487591010675382,0.00560995021188503,0.0010989237281630892,0.006917170851605601,0.016379708029325736,0.01924807287236726,0.005098492047417613
0.027319942580854444,0.0495851544545933,0.05673091520230323,0.016361586288592623,0.06087261394328058,0.015606040709447377,0.0337239030055119,0.006050415897425735,0.006742247998064917,0.002859216492495718,0.003630382597668659,0.0040427841065804005,0.003945019924440814,0.0480222765570686,0.01557520726565246,0.15279598528704835,0.0018414529193566472,0.00255295831739791,0.0018370985505426936,0.0035178669866637604,0.003616158540742312,0.003226373468690717,0.002737641201088691,0.021205134846831418,0.012653660497372488,0.02571555627489074,0.20449772139669864,0.0033398916594502303,0.01489331961360427,0.01699805173580275,0.002890337830638761,0.008280265634180509,0.0036427205592159165,0.015133147648254578,0.0035698518780159735,0.005388572150168402,0.01708795281576672,0.0019238608894376228,0.00968752542277275,0.0031110236501860045,0.012223501861211686,0.001736344239456626,0.006684562216532528,0.004704824636580496,0.004053437168482955,0.0018126938242432466,0.008739955863898764,0.005358143709419111,0.005217487550078332,0.0011287142301986762,0.005637223223513216,0.0011173573188756952,0.005344166745356884,0.014590692010525905,0.02378827917041593,0.00465077943241036
0.026317437920121013,0.052274304079933644,0.05299238572591883,0.015464832482274066,0.0529097309802764,0.015322254794254432,0.03347599753138729,0.005897378223672486,0.00655449996167657,0.002991474597043814,0.0035480506853443,0.003670540880430016,0.0041094310443321,0.0548468180506175,0.013263780478581478,0.15583065485028497,0.002104661583971985,0.0028533167131083196,0.0016924946581138723,0.0035581555692680926,0.00360350153857036,0.0037108595754685525,0.0026388463374076147,0.019393684628938004,0.010276342821289605,0.03063623842064342,0.21102313913974785,0.003593823418796687,0.016667943230261502,0.013290934648659757,0.0026467182208873385,0.008185884285596716,0.0034416538836505362,0.014862792459193617,0.0032127757757364,0.006888235040489832,0.01344867062061357,0.0017336300659676679,0.008977222152370432,0.003683360872071053,0.01309389121148812,0.0014290501658517545,0.007126649570286192,0.005378515571391082,0.003923561078989662,0.0014229957658306394,0.00853784760306466,0.005277993001420871,0.005759637975046014,0.0011546682057273468,0.006016269427216869,0.0011074016875328356,0.005800262827771244,0.015912128743383307,0.02141969468622805,0.005044974531799694
