feature,mean_importance,median_importance,sd_importance
r1_1,0.17241806247675745,0.1722034500580728,0.007105266841091399
i11_health_Very willing,0.16352712296910563,0.1639285344099585,0.00996592397070745
i9_health_Yes,0.15897269888975712,0.15951091768485084,0.010480993372753641
week_number,0.14864571921400346,0.14802413249040194,0.005346181707156904
i2_health,0.12417654930785404,0.12451652662395121,0.005246180668417034
age,0.0484776064251613,0.04844735479859291,0.002448051776659838
gender_Male,0.024764511649856817,0.024932096676420157,0.001623345065144945
household_size,0.02402669507097627,0.02408213497598584,0.001821059307158616
WCRex1_Very badly,0.012602947531656182,0.012300664622357753,0.002239656558738488
cantril_ladder,0.00945873272612555,0.009535401475050612,0.0010721510008837839
region_South,0.009203480382501029,0.009122149000005849,8.47604941465515e-4
WCRex2_No confidence at all,0.008850935386424397,0.008901645000978911,0.0015395340762280713
WCRex1_Somewhat well,0.007177176056770761,0.007122360109201751,9.638078328211704e-4
r1_2,0.007019452105312825,0.007006215283099574,8.906293563997324e-4
region_Islands,0.006461844837429944,0.006360501263070804,7.728221021047371e-4
i11_health_Very unwilling,0.0059356951671937315,0.005409533103537572,0.0019474164877362555
vaccination_status_2,0.005167415523258427,0.00509049386543593,0.002346627099367996
i11_health_Somewhat willing,0.004895918946433988,0.0048738102687485,8.528783809796434e-4
vaccination_status_1,0.004840492548750198,0.004795421937395533,9.273536991558413e-4
PHQ4_4_Nearly every day,0.004429766513814043,0.004431567491881821,6.044293495759538e-4
PHQ4_2_Not at all,0.004144789274114223,0.004157656439180192,8.515075591282613e-4
PHQ4_1_Several days,0.004041213283639705,0.004078202358212883,5.932260615313775e-4
region_North east,0.0031853260102616895,0.003084758702823799,7.043404385113363e-4
PHQ4_1_Not at all,0.002880271309928821,0.0028597771232231365,5.26806069578093e-4
d1_comorbidities_Yes,0.0027792148710251755,0.002764094943028066,5.969853178955905e-4
i9_health_Not sure,0.0034579030571290615,0.002709544317582205,0.002516439553704686
employment_status_Not working,0.002569625237086096,0.0025621490719369574,5.161825375165792e-4
PHQ4_2_Several days,0.002442312721636412,0.002441648588184773,6.611266693154494e-4
PHQ4_3_Prefer not to say,0.002240406693390265,0.002260643906959756,5.922553445836926e-4
region_North west,0.0016851048760803235,0.0015990106035327625,4.396876837338579e-4
PHQ4_3_Not at all,0.001597091637675536,0.0015851228450950686,5.003588484959395e-4
vl_num,0.0014561195158149657,0.0013900187396426063,4.1944837067529916e-4
PHQ4_4_Several days,0.0012235545110415576,0.0011960418215180007,3.92225672488363e-4
WCRex2_Not very much confidence,0.001063706936127258,0.0011085483461938392,3.870693334831017e-4
WCRex2_A lot of confidence,0.0010281025681073133,0.0010065511553556308,3.4201374828985473e-4
PHQ4_3_Several days,0.0010259959046346385,0.0010050173963099414,3.699689259965217e-4
PHQ4_3_Nearly every day,0.0010420506304627685,9.907769788916679e-4,3.970138993498809e-4
employment_status_Retired,9.431241770490033e-4,9.251089635358803e-4,4.475984255290998e-4
hl_covid_num,8.451197152288537e-4,8.486631676185172e-4,3.5357138925511e-4
WCRex1_Very well,8.691121286294564e-4,8.208532847659622e-4,3.881285819838626e-4
PHQ4_2_Nearly every day,8.002887516019465e-4,7.918780211263395e-4,3.852795588618597e-4
PHQ4_4_Not at all,8.267298886562207e-4,7.712299453886112e-4,3.7071360420198185e-4
PHQ4_2_Prefer not to say,7.107475100755578e-4,6.264486548590404e-4,4.586256689557567e-4
employment_status_Unemployed,6.085363024874836e-4,5.729503160113559e-4,3.06541928307512e-4
PHQ4_1_Nearly every day,5.955570554202132e-4,5.45484820931363e-4,2.780886637674383e-4
employment_status_Part time employment,5.818531113318245e-4,5.385187796970792e-4,2.689535733111781e-4
employment_status_Other,5.530221143006606e-4,4.950846137615156e-4,2.8572242079092335e-4
WCRex2_Don't know,4.834951812274635e-4,4.618072242141537e-4,2.535551329399485e-4
PHQ4_1_Prefer not to say,5.070937007610345e-4,4.4628182062214243e-4,3.02685648924883e-4
employment_status_Full time student,4.6055436564009585e-4,4.260068422952447e-4,2.529556754858171e-4
WCRex1_Somewhat badly,4.201440532504648e-4,3.929985388950691e-4,2.1220430776316924e-4
vaccination_status_3,6.890181946229936e-4,3.7197583813368455e-4,8.231637441200632e-4
i11_health_Somewhat unwilling,4.8133277302873543e-4,3.1031287165814354e-4,5.14648238440062e-4
d1_comorbidities_Prefer_not_to_say,2.880721296126831e-4,2.78449763337179e-4,1.9121467997272446e-4
i11_health_Not sure,2.1514110917608933e-4,1.9587673666749783e-4,1.5603437405160473e-4
PHQ4_4_Prefer not to say,2.0544497060025064e-4,1.5133466648469739e-4,2.0737748174095888e-4
