feature,mean_importance,median_importance,sd_importance
i11_health_Very willing,0.16685738074243783,0.16631235893709173,0.00835339585665925
i9_health_Yes,0.1576957468132813,0.15747407091144613,0.008761104012645125
r1_1,0.1547846422624433,0.1546027411973186,0.005907923333352265
i2_health,0.10098650855561242,0.10097901983817423,0.003981293094669156
week_number,0.09575749045408175,0.0963263934735212,0.004243668212825457
age,0.036564283690268255,0.036558696451402736,0.0015541177178691615
i9_health_Not sure,0.025511984017160712,0.025858879904123593,0.002264291983978496
gender_Male,0.024801780983774106,0.0245507094002468,0.0019858667424347263
i11_health_Very unwilling,0.022710210861075532,0.022934183504176028,0.0021065915585614958
WCRex1_Very badly,0.02130122887475071,0.0209651256357668,0.0018915124919586766
household_size,0.018297761879516327,0.018198713368590483,0.0011246153869922898
WCRex2_No confidence at all,0.01714232862525075,0.017117781869699544,0.0016904643291922865
vaccination_status_2,0.014273294884391339,0.014155904424238723,0.0010921574929612851
WCRex1_Somewhat well,0.010544729943398322,0.010752509894237377,0.0011084847357951686
r1_2,0.009676382991501576,0.009670037584677757,4.387711345248795e-4
cantril_ladder,0.009571915774519124,0.00956059377939901,3.6582242576120816e-4
vaccination_status_3,0.009445990762406988,0.009430153328486185,6.547440232401232e-4
i11_health_Somewhat unwilling,0.008480702959312716,0.008416353028844248,0.0011168492724815049
i11_health_Somewhat willing,0.00818418393587907,0.008160367859542411,5.929801132968258e-4
region_South,0.005470757586528269,0.005432308360328221,4.538175066206197e-4
employment_status_Retired,0.004371649393520613,0.004381389400046298,3.9758780321925367e-4
vaccination_status_1,0.0042524523418136905,0.004227628327481473,4.6492497798235143e-4
region_Islands,0.0038197776854877303,0.003837602727420757,2.8537871219608176e-4
region_North east,0.0038072066523388904,0.003809419669816384,3.573861708140864e-4
employment_status_Not working,0.003731300507002723,0.0036777457889081,4.1338558606753256e-4
PHQ4_2_Not at all,0.0034585132588749604,0.003421478237175296,2.3589414380523066e-4
d1_comorbidities_Yes,0.003217341163045072,0.0031866382626159493,2.3111495146115664e-4
vl_num,0.0029787889364299674,0.0029706610598587172,1.4980578797102928e-4
hl_covid_num,0.002976366472463224,0.0029648605099172366,1.535529676328409e-4
PHQ4_4_Nearly every day,0.0029047580761651457,0.0028850958544443667,2.2360736669958169e-4
PHQ4_1_Several days,0.0027798217440137803,0.0027741786168391726,2.054703143041607e-4
PHQ4_3_Not at all,0.0026413011383696243,0.002606180942316524,2.2776862415385893e-4
PHQ4_4_Not at all,0.00254092934289445,0.0025253649768823194,2.5089698125857344e-4
PHQ4_1_Not at all,0.0024689938141972106,0.0024694420886008242,1.7215825385526924e-4
PHQ4_2_Several days,0.0024406658968786463,0.0024250959555578233,1.9138499130586938e-4
WCRex2_A lot of confidence,0.002299072718875188,0.0022829219366983207,1.915398410964226e-4
WCRex2_Not very much confidence,0.0022488845771559585,0.0022654336517653187,1.4331240627243048e-4
WCRex1_Somewhat badly,0.002170584230776814,0.0021793006704824867,1.508213287350772e-4
region_North west,0.0022062052991480992,0.0021737948431748474,1.8174163845831694e-4
WCRex1_Very well,0.0021578985965406603,0.002154453856259401,1.6399421083998654e-4
PHQ4_4_Several days,0.0020991668025832013,0.0020888302114470607,1.330497769946479e-4
PHQ4_3_Several days,0.0020650302141969426,0.0020726495101380193,1.3922606879721383e-4
PHQ4_3_Nearly every day,0.002045128877898453,0.002057791039944819,1.438970801662915e-4
employment_status_Full time student,0.001648843796992917,0.0016329222703518964,1.5754962727630844e-4
employment_status_Part time employment,0.0016339535457826453,0.0016295588211901542,9.473591009028266e-5
PHQ4_2_Nearly every day,0.0016048716907116512,0.001613182194584875,9.882498459380753e-5
employment_status_Unemployed,0.0016165367379591291,0.0016067843277100958,1.0159068053675224e-4
PHQ4_1_Nearly every day,0.001516780750207817,0.0015219004576202072,9.977732700559117e-5
i11_health_Not sure,0.0012998874121563611,0.0012799232559701796,2.2367565000078361e-4
WCRex2_Don't know,0.001220339277674259,0.0012147572535475917,1.471499308199738e-4
d1_comorbidities_Prefer_not_to_say,0.0010589816276299767,0.0010490748063154537,1.0165958744527184e-4
PHQ4_1_Prefer not to say,0.0010472104836967645,0.0010406976748569409,1.6284575147609677e-4
employment_status_Other,0.0010097223321570063,0.001012029174124669,1.1742156347243405e-4
PHQ4_3_Prefer not to say,0.0010167425584956297,9.885598324124926e-4,1.8607533503491817e-4
PHQ4_4_Prefer not to say,8.04700710066483e-4,7.80384702850491e-4,1.4533804025600972e-4
PHQ4_2_Prefer not to say,7.802847382079397e-4,7.712068564541039e-4,1.381775760207883e-4
