feature,mean_importance,median_importance,sd_importance
r1_1,0.17187888047762281,0.1711744528447432,0.006938860429818362
i11_health_Very willing,0.16340402753917938,0.1652242535365554,0.011387143221335548
i9_health_Yes,0.1603186613956038,0.15880221676311204,0.010637533814172628
week_number,0.1491735809645047,0.1493124245294688,0.004752777392364173
i2_health,0.12374180561631466,0.12337493985406206,0.004929554126753993
age,0.04844469273681884,0.04872883122093983,0.0025426562379327598
gender_Male,0.024718212166000002,0.024502119094253153,0.0016568177685685101
household_size,0.02381268990384971,0.023690263043137438,0.0017134686932681982
WCRex1_Very badly,0.012762209888760803,0.012550152646815367,0.002248707633584352
cantril_ladder,0.009431216422086927,0.009446472781139532,0.001050422870366465
region_South,0.009333615662200612,0.009321070941312796,8.230262854425978e-4
WCRex2_No confidence at all,0.008532053375803712,0.008474409596379507,0.0013795740042884654
WCRex1_Somewhat well,0.00718408669311237,0.007247449424049899,0.0010246919587316731
r1_2,0.006911177197268926,0.006892499814748605,8.534139662021133e-4
region_Islands,0.00633270897902577,0.006285277348405542,6.770347710350848e-4
i11_health_Very unwilling,0.005847261861925814,0.005440029314147898,0.0016003143650164164
vaccination_status_2,0.005236156915540347,0.005071978695748305,0.0023047925820030945
i11_health_Somewhat willing,0.004962165645508139,0.00485094214418141,8.374330117824789e-4
vaccination_status_1,0.0048377991673099535,0.004718784824959631,9.444330015116158e-4
PHQ4_4_Nearly every day,0.0043355763875337,0.0043651546910250215,5.780823989673636e-4
PHQ4_2_Not at all,0.004248000228985651,0.004096760413887179,9.039867934676705e-4
PHQ4_1_Several days,0.004086918440203461,0.00408898513439305,5.646342634656556e-4
region_North east,0.0031254403777870865,0.0030665479397250094,8.264833839275025e-4
PHQ4_1_Not at all,0.002777802843257419,0.0027007867094275047,5.58378738572565e-4
employment_status_Not working,0.0026331294902995394,0.0025961305252695877,5.531579699477765e-4
d1_comorbidities_Yes,0.0026087859068695536,0.002527267082402013,5.217999039460516e-4
i9_health_Not sure,0.003036600083619968,0.0024139843320576367,0.002282645334499943
PHQ4_2_Several days,0.002409630636397671,0.002376618844273858,5.378237969213103e-4
PHQ4_3_Prefer not to say,0.002254448120249571,0.002124705516148779,5.770920302600208e-4
hl_covid_num,0.0018154108099498914,0.0017667826548197069,5.251774324583084e-4
region_North west,0.0017347600599623317,0.0017088261272617362,5.628075056916264e-4
PHQ4_3_Not at all,0.001581812331184883,0.001523266478639406,4.928773295916965e-4
WCRex2_Not very much confidence,0.0011620106765517955,0.00114549310725684,4.2461011427610487e-4
PHQ4_4_Several days,0.0011571845421827758,0.0011167010985511391,3.453959713998208e-4
PHQ4_3_Several days,0.0010878203269430826,0.0010219163218194152,3.7052593830905916e-4
PHQ4_3_Nearly every day,0.0010568019098680488,9.701720187002454e-4,4.077254723327083e-4
employment_status_Retired,9.978204068023934e-4,9.60221741426102e-4,5.001200280180477e-4
WCRex2_A lot of confidence,9.62830831076326e-4,9.323829933803932e-4,3.512809350570505e-4
WCRex1_Very well,8.998714409220532e-4,8.723636634884146e-4,3.8397465723796385e-4
PHQ4_4_Not at all,8.205813781639177e-4,8.096593241034721e-4,3.4588496641875695e-4
PHQ4_2_Nearly every day,7.850547385584498e-4,7.737801842242367e-4,3.2645347866252567e-4
vl_num,7.254924955616196e-4,6.886111221105994e-4,2.5484962426439037e-4
PHQ4_1_Nearly every day,6.541605569376944e-4,6.617763756397827e-4,2.868549038452772e-4
employment_status_Part time employment,6.106586574626668e-4,6.085049282136723e-4,2.6003882641035484e-4
PHQ4_2_Prefer not to say,6.82861942814759e-4,5.91647793295561e-4,4.0925902742020584e-4
employment_status_Unemployed,5.989884965969417e-4,5.874344783416044e-4,3.324860680006966e-4
employment_status_Other,5.59177785390414e-4,5.494214333142474e-4,3.053071452833555e-4
employment_status_Full time student,5.094758176885886e-4,4.714389776167316e-4,2.608083985710849e-4
WCRex2_Don't know,4.998625052647424e-4,4.7114009580540624e-4,2.899398955533094e-4
WCRex1_Somewhat badly,4.536229769815388e-4,4.233386594826936e-4,2.529671873903459e-4
i11_health_Somewhat unwilling,4.829934158307441e-4,4.102167144652986e-4,3.892309800159085e-4
PHQ4_1_Prefer not to say,4.6251562856649035e-4,3.8045708713947885e-4,3.018549226651171e-4
vaccination_status_3,6.438459508665842e-4,3.7411645253177173e-4,6.938306722954232e-4
d1_comorbidities_Prefer_not_to_say,2.9584632669528215e-4,2.843029258937769e-4,1.9301320345300904e-4
i11_health_Not sure,1.9591245142349607e-4,1.779984522655334e-4,1.3609908674165668e-4
PHQ4_4_Prefer not to say,1.832904161115734e-4,1.2767245050799e-4,1.8035168836844719e-4
