feature,mean_importance,median_importance,sd_importance
r1_1,0.1718291789051756,0.1719711957021062,0.006363544720116394
i11_health_Very willing,0.16445936308197834,0.16505437572092213,0.010183150341863916
i9_health_Yes,0.15663597657590886,0.1571793551613719,0.012096822102064291
week_number,0.1497568538762455,0.15020222701632224,0.005338768549519924
i2_health,0.12399314152811454,0.12364611988376761,0.0042163870733209
age,0.048409522138786555,0.04826729759666721,0.0023084199479837327
gender_Male,0.0247898920474286,0.02498474055316407,0.0015241756551871847
household_size,0.02450115032651561,0.02449097516577166,0.0020936616674518686
WCRex1_Very badly,0.012855382904155851,0.012584970999883788,0.0021030187223152873
cantril_ladder,0.009586484501611458,0.009700682698538087,0.0010778244819144125
region_South,0.009153016515501943,0.009056622740399523,8.462811535617187e-4
WCRex2_No confidence at all,0.008746169761977833,0.008527899663745401,0.0018653087999561948
WCRex1_Somewhat well,0.007169711731590436,0.007132115172607097,9.870588982340194e-4
r1_2,0.007113751945403304,0.00696136575784554,8.263601417977428e-4
region_Islands,0.00640665946475541,0.006394843420432464,7.093631710665206e-4
i11_health_Very unwilling,0.0059353400430959755,0.005617235013809675,0.0016734563600682012
vaccination_status_1,0.00478199425706785,0.00479749469148175,8.501459190041284e-4
i11_health_Somewhat willing,0.004796919812167994,0.00474549230353241,8.500601298063334e-4
vaccination_status_2,0.004882584298372688,0.0045873823899025504,0.002209028718227386
PHQ4_4_Nearly every day,0.004286405987065919,0.004268829175050554,5.990654834040383e-4
PHQ4_2_Not at all,0.004217805232999723,0.004122135490094372,8.832312592082531e-4
PHQ4_1_Several days,0.0038933860460824655,0.003852621921492213,6.710183346437693e-4
region_North east,0.003090486384640587,0.0029684138774587533,7.489192696674079e-4
i9_health_Not sure,0.0039245892568782305,0.002833980237161104,0.003082406549059047
employment_status_Not working,0.0026506986165708147,0.0026600188978950882,4.773474258563203e-4
d1_comorbidities_Yes,0.002623658166479169,0.002618106324978932,5.087295054847182e-4
PHQ4_1_Not at all,0.002648281765266134,0.002546464157253795,5.409544556229347e-4
PHQ4_2_Several days,0.00243482363513033,0.002418345766402611,5.90595753776692e-4
PHQ4_3_Prefer not to say,0.0021060406753897697,0.002064605110420598,5.570462785714481e-4
vl_num,0.00180110134555999,0.0017127194387087123,5.785674452945522e-4
region_North west,0.0017614884681203008,0.0016636019161622422,5.176284862186755e-4
PHQ4_3_Not at all,0.001512431168880336,0.0014728053358022105,5.21428217819232e-4
hl_covid_num,0.0013995837280517645,0.0014008143258937432,4.3571602981613686e-4
PHQ4_4_Several days,0.0012872460762530023,0.0012876882399535806,3.7151416063908106e-4
PHQ4_3_Several days,0.0010979933329230416,0.0010727814057445457,3.92796837882145e-4
WCRex2_Not very much confidence,0.001078514413386429,0.0010321809124336332,4.070817969522786e-4
employment_status_Retired,0.0010297172768356797,0.0010009335120718388,4.5672942329616446e-4
WCRex2_A lot of confidence,9.962214015853583e-4,9.889625520464844e-4,3.312526363637479e-4
PHQ4_3_Nearly every day,0.001028134712082439,9.569869489043858e-4,3.781116447743774e-4
PHQ4_4_Not at all,8.300482743635514e-4,8.443599471897835e-4,4.0274954600813344e-4
WCRex1_Very well,8.361723210255108e-4,8.14444663426412e-4,3.9295301119858034e-4
PHQ4_2_Prefer not to say,7.515988707694457e-4,7.604654533239448e-4,3.581686602711801e-4
PHQ4_2_Nearly every day,7.685194246560868e-4,7.192893377614229e-4,3.753547452443814e-4
PHQ4_1_Nearly every day,6.652406367513285e-4,6.324718283597323e-4,2.9513560923248887e-4
employment_status_Part time employment,6.044911464469584e-4,6.011279769035968e-4,2.7583751544470127e-4
employment_status_Other,5.930364171527452e-4,5.628659968672103e-4,2.651741762184058e-4
employment_status_Unemployed,5.526078438946998e-4,5.400297663341143e-4,2.994592505780633e-4
PHQ4_1_Prefer not to say,5.052969579065695e-4,4.653039920644249e-4,3.1014098329940385e-4
WCRex1_Somewhat badly,4.455653967775416e-4,4.3736780968124233e-4,2.143208117956998e-4
employment_status_Full time student,4.402628212915897e-4,4.32945326627525e-4,2.621157853984104e-4
WCRex2_Don't know,4.6392703787533274e-4,4.2762047917663487e-4,2.574442841784429e-4
vaccination_status_3,6.863994099143054e-4,3.7996973624323854e-4,9.298648058998146e-4
d1_comorbidities_Prefer_not_to_say,3.760880736413755e-4,3.4100524305542e-4,2.4692093819781184e-4
i11_health_Somewhat unwilling,4.6565182922427267e-4,3.256286589390802e-4,5.031392017669946e-4
PHQ4_4_Prefer not to say,1.8425951245218684e-4,1.4523098437138659e-4,1.880373370322439e-4
i11_health_Not sure,1.5913261982069494e-4,1.3860554810239337e-4,1.2685897208245211e-4
