feature,mean_importance,median_importance,sd_importance
r1_1,0.17047618291536454,0.1700801257924741,0.00605265109706055
i11_health_Very willing,0.1643014509614187,0.16504864766619673,0.009780809997164151
i9_health_Yes,0.1582162089979056,0.15796182961887822,0.009795714342361025
week_number,0.14921661570977957,0.14928198259572106,0.005108518159146079
i2_health,0.12355230880802129,0.12413457325223479,0.004197054495086081
age,0.04879585807153213,0.04925350236521743,0.002635848404847256
gender_Male,0.02477504974584041,0.02472731602895268,0.0015135592047301918
household_size,0.02405543342346143,0.02411137382867754,0.0017873924328583777
WCRex1_Very badly,0.012816035534907533,0.01280380573747597,0.002087831414860867
cantril_ladder,0.009461377845903372,0.009518423993628438,9.786834392933384e-4
region_South,0.009225083258233015,0.00920705388667565,8.518007221192388e-4
WCRex2_No confidence at all,0.008816965186678,0.00851329120058969,0.001568322206382158
WCRex1_Somewhat well,0.007186996148861771,0.007077844282102111,0.0010647769725803304
r1_2,0.006743229246703523,0.006832900248898644,9.094790235781578e-4
region_Islands,0.006349355447129062,0.006353622709354339,7.02790206263552e-4
i11_health_Very unwilling,0.006123369452985352,0.005716281367673538,0.0018911188040164372
vaccination_status_1,0.004927432826052297,0.004993010487849768,8.445868634875904e-4
i11_health_Somewhat willing,0.004905208991827087,0.004881971379458058,8.706893688130514e-4
vaccination_status_2,0.00520633459819713,0.004829792200353487,0.00265915297557783
PHQ4_4_Nearly every day,0.004432649572731365,0.004325993644635299,6.386810017450784e-4
PHQ4_2_Not at all,0.004266321854286135,0.004230917143040815,8.133005405057458e-4
PHQ4_1_Several days,0.003973733938664532,0.003899832894324563,7.574658120996122e-4
region_North east,0.0031699915198584007,0.003258738463626183,6.981163754197501e-4
i9_health_Not sure,0.00347441084425414,0.0027788613687586886,0.0025911287198922537
PHQ4_1_Not at all,0.0027325855614896,0.0026412698314055606,6.259201183061375e-4
d1_comorbidities_Yes,0.002632187153866723,0.002623528857146209,5.485198371767363e-4
employment_status_Not working,0.0026252036859680038,0.0025746771478192404,6.139728957577234e-4
PHQ4_2_Several days,0.002441431473520341,0.0024295500234065587,6.570115917159801e-4
PHQ4_3_Prefer not to say,0.0022837232553304734,0.0022556807372519773,5.547716806496175e-4
vl_num,0.0020927238235764803,0.00210188289678857,5.01537630798704e-4
hl_covid_num,0.0017750447913116051,0.0016704659164326475,5.721517110484957e-4
region_North west,0.0015982699308539424,0.001576694830809675,4.694703557767401e-4
PHQ4_3_Not at all,0.0014677915775420307,0.0013769944750244732,4.596771882558595e-4
PHQ4_4_Several days,0.0012402315379625474,0.0011790715176840426,3.923415610566706e-4
PHQ4_3_Several days,0.0011192892480492084,0.0011143710200218876,3.7223386168081836e-4
WCRex2_Not very much confidence,0.001065943912619445,0.0010880565080755287,3.536925396735515e-4
PHQ4_3_Nearly every day,0.001061103845570875,0.0010618202157956294,3.343048481047887e-4
WCRex2_A lot of confidence,9.899173056154124e-4,0.0010098112178867922,3.426671813670597e-4
employment_status_Retired,0.0010686121220357654,9.66567001966623e-4,5.518961001220008e-4
WCRex1_Very well,8.14180469669037e-4,7.622914430040285e-4,3.626126474449037e-4
PHQ4_2_Nearly every day,7.820006755968074e-4,7.321381536449698e-4,3.6286349397942914e-4
PHQ4_4_Not at all,7.390984997558325e-4,7.278609137372012e-4,3.6957332302627407e-4
PHQ4_2_Prefer not to say,7.224849227045706e-4,7.116834081368503e-4,3.7213026225204634e-4
PHQ4_1_Nearly every day,6.237626373324993e-4,5.780738905155967e-4,2.9300395715959454e-4
employment_status_Other,6.022614982118567e-4,5.663607001042244e-4,3.076020228358777e-4
employment_status_Unemployed,5.801382892523739e-4,5.533654021402596e-4,2.810891821917469e-4
employment_status_Part time employment,5.461445344459433e-4,5.166415029474755e-4,2.7998810738234217e-4
employment_status_Full time student,5.007195287245617e-4,4.7442366658758685e-4,3.0392616458191677e-4
WCRex2_Don't know,5.0589028197722e-4,4.732041712657301e-4,3.2506214419653805e-4
PHQ4_1_Prefer not to say,5.177247714758554e-4,4.6115600421914305e-4,3.114881970386931e-4
vaccination_status_3,7.287426842436473e-4,4.1674661022636007e-4,7.986524857747293e-4
WCRex1_Somewhat badly,4.2399311342547523e-4,4.042698771455865e-4,2.580891891254236e-4
i11_health_Somewhat unwilling,5.602904245029582e-4,3.144052568726897e-4,6.906823800735812e-4
d1_comorbidities_Prefer_not_to_say,3.402055446789161e-4,2.885587877948677e-4,2.5009263281637286e-4
i11_health_Not sure,1.6290690812574365e-4,1.557109613054598e-4,1.1926196783125628e-4
PHQ4_4_Prefer not to say,1.8779108996784863e-4,1.3413865306189325e-4,1.7412082067364993e-4
