number,learning_rate,subsample,max_depth,colsample_bytree,value,std_err
53,0.3,0.85,7,0.6,0.7619906586451392,0.007979907943282507
54,0.5,0.85,7,0.6,0.7452527374947031,0.008687913081510285
55,0.05,1,7,0.6,0.7815280847928356,0.006548703365683664
56,0.1,1,7,0.6,0.7581265873690631,0.008123646800731495
57,0.2,1,7,0.6,0.7564886114282475,0.008714968147933646
58,0.3,1,7,0.6,0.7535130619725077,0.006062359035061856
59,0.5,1,7,0.6,0.7493406261217859,0.007910319392589802
60,0.05,0.5,9,0.6,0.7876556330178163,0.006588864649171789
61,0.1,0.5,9,0.6,0.7863733222133154,0.006805294534498407
62,0.2,0.5,9,0.6,0.7774499126862671,0.005983280501459771
63,0.3,0.5,9,0.6,0.7712471963789767,0.006883226878449176
64,0.5,0.5,9,0.6,0.7460840398053457,0.009386927563391476
65,0.05,0.7,9,0.6,0.7802757332599196,0.0076332989379608645
66,0.1,0.7,9,0.6,0.7755749616062488,0.008761045115255741
67,0.2,0.7,9,0.6,0.7701346547801232,0.007022530229086686
68,0.3,0.7,9,0.6,0.7645888157450818,0.00621891513569261
69,0.5,0.7,9,0.6,0.7547947654944764,0.00682540439434107
70,0.05,0.85,9,0.6,0.7729858462684512,0.007450753098331107
71,0.1,0.85,9,0.6,0.7737146527828385,0.007851380172168273
72,0.2,0.85,9,0.6,0.7743910305719521,0.005582822865378374
73,0.3,0.85,9,0.6,0.7678488433292038,0.006167700102786942
74,0.5,0.85,9,0.6,0.7585443302753284,0.007612778623891802
75,0.05,1,9,0.6,0.7660082374501691,0.009520186000087713
76,0.1,1,9,0.6,0.7681506627476701,0.007940077699459232
77,0.2,1,9,0.6,0.7708424088333968,0.0038611829156829586
78,0.3,1,9,0.6,0.7677752946669798,0.006878290871682566
79,0.5,1,9,0.6,0.7541814776128668,0.00982791090346449
80,0.05,0.5,3,0.75,0.8147583150473815,0.00747342648188689
81,0.1,0.5,3,0.75,0.8093910170767848,0.007475413045006426
82,0.2,0.5,3,0.75,0.7933907417753703,0.007680331212932144
83,0.3,0.5,3,0.75,0.7801153431956016,0.006475787039811237
84,0.5,0.5,3,0.75,0.7586522916143729,0.011045122418734035
85,0.05,0.7,3,0.75,0.8155157313166155,0.008106491426048086
86,0.1,0.7,3,0.75,0.8077018944515969,0.008605789905097546
87,0.2,0.7,3,0.75,0.7929989770663125,0.006975822367638633
88,0.3,0.7,3,0.75,0.7763531604332489,0.00577390456798435
89,0.5,0.7,3,0.75,0.7567525094263744,0.009359374867870009
90,0.05,0.85,3,0.75,0.8149855736660702,0.007949014945838275
91,0.1,0.85,3,0.75,0.808888996850228,0.008118549416401985
92,0.2,0.85,3,0.75,0.7932838600497162,0.00869435639201886
93,0.3,0.85,3,0.75,0.7784187982283545,0.007938380554423308
94,0.5,0.85,3,0.75,0.7627376836354901,0.00787026367404266
95,0.05,1,3,0.75,0.8145820681613914,0.007534367326709307
96,0.1,1,3,0.75,0.8093088315074372,0.008270225035469422
97,0.2,1,3,0.75,0.7919239520327771,0.008692227460813924
98,0.3,1,3,0.75,0.7738495369808072,0.008839427952342235
99,0.5,1,3,0.75,0.7513175331913642,0.008148477976619115
100,0.05,0.5,5,0.75,0.804773510605852,0.006512362228601158
101,0.1,0.5,5,0.75,0.7920329255093751,0.007104927735646791
102,0.2,0.5,5,0.75,0.7587729384107551,0.007985145431714207
103,0.3,0.5,5,0.75,0.7420620075950802,0.007112065927880211
104,0.5,0.5,5,0.75,0.7282751421715884,0.009151490542751774
105,0.05,0.7,5,0.75,0.8063727554162854,0.007371426880401857
106,0.1,0.7,5,0.75,0.7850698914718639,0.008267205346938589
107,0.2,0.7,5,0.75,0.7581073567555459,0.010576563746826887
108,0.3,0.7,5,0.75,0.7445129324189008,0.00805287542609107
109,0.5,0.7,5,0.75,0.7345200983527799,0.0067611181497637726
110,0.05,0.85,5,0.75,0.8039138009678733,0.007206105204536787
111,0.1,0.85,5,0.75,0.7814338885245193,0.008097504406918806
112,0.2,0.85,5,0.75,0.759413823909658,0.008299304235390437
113,0.3,0.85,5,0.75,0.7412718655449484,0.005786261338475586
114,0.5,0.85,5,0.75,0.7266306885504301,0.00902769671652202
115,0.05,1,5,0.75,0.8017639533283131,0.007928424061763301
116,0.1,1,5,0.75,0.7820695109081438,0.008272196229496345
117,0.2,1,5,0.75,0.7499184891890214,0.009260655066567878
118,0.3,1,5,0.75,0.7436660431899337,0.007467310880196166
119,0.5,1,5,0.75,0.7383496220003617,0.007415724538911621
120,0.05,0.5,7,0.75,0.7895681006631525,0.007682170314868394
121,0.1,0.5,7,0.75,0.781845828508811,0.008667563486922984
122,0.2,0.5,7,0.75,0.7646981940767011,0.00623962728277292
123,0.3,0.5,7,0.75,0.7570035870154898,0.009453446295917711
124,0.5,0.5,7,0.75,0.7458724355808185,0.008177862370653498
125,0.05,0.7,7,0.75,0.7859539598869645,0.006647179227149367
126,0.1,0.7,7,0.75,0.7726040005074183,0.00866412454083275
127,0.2,0.7,7,0.75,0.7612358739335444,0.007681180835380328
128,0.3,0.7,7,0.75,0.754715953716974,0.0059309835149241414
129,0.5,0.7,7,0.75,0.7516923614653592,0.004906895369957864
130,0.05,0.85,7,0.75,0.7774800069095257,0.0077145320534738725
131,0.1,0.85,7,0.75,0.762457254057322,0.006744275566889565
132,0.2,0.85,7,0.75,0.7614318912397471,0.0067347171991574434
133,0.3,0.85,7,0.75,0.7581131596775195,0.011115934812987406
134,0.5,0.85,7,0.75,0.751595331211893,0.005108988307124814
135,0.05,1,7,0.75,0.7789059737707927,0.0067720349825763975
136,0.1,1,7,0.75,0.756441108439068,0.006304772125974441
137,0.2,1,7,0.75,0.755759332583002,0.007043080178398875
138,0.3,1,7,0.75,0.7449382326188992,0.008790903750283973
139,0.5,1,7,0.75,0.7450253439243407,0.0068348861926274046
140,0.05,0.5,9,0.75,0.7864802039389694,0.0057934941502253085
141,0.1,0.5,9,0.75,0.7842052560977913,0.006353275896900804
142,0.2,0.5,9,0.75,0.7795785054372029,0.005847543719790038
143,0.3,0.5,9,0.75,0.7702652205245302,0.008823489254815886
144,0.5,0.5,9,0.75,0.7473347044423392,0.005567005551331809
145,0.05,0.7,9,0.75,0.7792821515615258,0.006288895434488793
146,0.1,0.7,9,0.75,0.778450309444188,0.005709195558203545
147,0.2,0.7,9,0.75,0.7761949295957118,0.008373271194666874
148,0.3,0.7,9,0.75,0.7703565153318597,0.004963243888301042
149,0.5,0.7,9,0.75,0.7560905714663578,0.007124696999786546
150,0.05,0.85,9,0.75,0.7752599169237496,0.006211096863726093
151,0.1,0.85,9,0.75,0.7770130066423213,0.0069109993462601335
152,0.2,0.85,9,0.75,0.7722240440698186,0.007646286330997168
153,0.3,0.85,9,0.75,0.766597031602983,0.008800976606944635
154,0.5,0.85,9,0.75,0.7574971052865969,0.005245501824117778
155,0.05,1,9,0.75,0.7681746841456074,0.00820360809921282
156,0.1,1,9,0.75,0.7709453769605105,0.008127226609923157
157,0.2,1,9,0.75,0.7696277088174724,0.005724595213250017
158,0.3,1,9,0.75,0.7684904710623126,0.006433256909323007
159,0.5,1,9,0.75,0.7586709149453581,0.006831798931073944
160,0.05,0.5,3,0.9,0.8158471051516452,0.00727848763166285
161,0.1,0.5,3,0.9,0.8081466276926232,0.008190266244637727
162,0.2,0.5,3,0.9,0.7918008761062664,0.005049694804107827
163,0.3,0.5,3,0.9,0.7804852457335029,0.008491202535074205
164,0.5,0.5,3,0.9,0.7506886583914301,0.007653837451881953
165,0.05,0.7,3,0.9,0.8132490830033765,0.007495892361810569
166,0.1,0.7,3,0.9,0.8089124784414701,0.007571331433091076
167,0.2,0.7,3,0.9,0.7916745613395844,0.007538223438010178
168,0.3,0.7,3,0.9,0.7791319503485802,0.010235360112777462
169,0.5,0.7,3,0.9,0.7509703025346623,0.00757747145429349
170,0.05,0.85,3,0.9,0.8146935382439549,0.007463856297559298
171,0.1,0.85,3,0.9,0.8071066900942773,0.00836452719694013
172,0.2,0.85,3,0.9,0.7926039735170836,0.008559947917259747
173,0.3,0.85,3,0.9,0.7752016852765025,0.008097166977231882
174,0.5,0.85,3,0.9,0.7569003489850284,0.006170607177794588
175,0.05,1,3,0.9,0.8131560338242876,0.00755196487500043
176,0.1,1,3,0.9,0.8095976280893812,0.007555756042133522
177,0.2,1,3,0.9,0.7942379683835219,0.009070302286863327
178,0.3,1,3,0.9,0.7764194217050874,0.008283527135607522
179,0.5,1,3,0.9,0.7500759777923526,0.008208729786874272
180,0.05,0.5,5,0.9,0.8067530492330697,0.00795920941312545
181,0.1,0.5,5,0.9,0.7837124125850533,0.0056805663612851925
182,0.2,0.5,5,0.9,0.7633859240006153,0.005204959352318722
183,0.3,0.5,5,0.9,0.7443786555034642,0.006960042815910967
184,0.5,0.5,5,0.9,0.7337653136411851,0.008614269358779096
185,0.05,0.7,5,0.9,0.8035201469353824,0.007135379021413924
186,0.1,0.7,5,0.9,0.7853088908861736,0.0063489619432289994
187,0.2,0.7,5,0.9,0.7604960013819051,0.00684054258384224
188,0.3,0.7,5,0.9,0.7446473442860112,0.008730907615185243
189,0.5,0.7,5,0.9,0.7342888586597139,0.005688099080634889
190,0.05,0.85,5,0.9,0.8011970213466557,0.006606066251816691
191,0.1,0.85,5,0.9,0.7826363754139642,0.007495376246935037
192,0.2,0.85,5,0.9,0.7507354866222405,0.004964107895389549
193,0.3,0.85,5,0.9,0.7367795267514703,0.010641715988907693
194,0.5,0.85,5,0.9,0.7307967816724831,0.005692455609242238
195,0.05,1,5,0.9,0.7979422568778121,0.006643093733020227
196,0.1,1,5,0.9,0.7796106914114056,0.00897437833817418
197,0.2,1,5,0.9,0.7467349117281101,0.010323200574288673
198,0.3,1,5,0.9,0.7406058790347176,0.010188530619990381
199,0.5,1,5,0.9,0.7258288057046771,0.008264513827998431
200,0.05,0.5,7,0.9,0.7857232600005938,0.0061232769594118264
201,0.1,0.5,7,0.9,0.7793478055508323,0.007817664854942168
202,0.2,0.5,7,0.9,0.7617201480149958,0.007580071913269066
203,0.3,0.5,7,0.9,0.7596948607703582,0.006582506160167153
204,0.5,0.5,7,0.9,0.749234958961196,0.007107343181865332
205,0.05,0.7,7,0.9,0.7810112198821602,0.006493743735033242
206,0.1,0.7,7,0.9,0.7670439240707903,0.008791917750982746
207,0.2,0.7,7,0.9,0.7669977705983487,0.007966548438409809
208,0.3,0.7,7,0.9,0.7624907895482628,0.006223976330301509
209,0.5,0.7,7,0.9,0.7507273895218122,0.007343151859258137
210,0.05,0.85,7,0.9,0.7773523426261055,0.0057888198929969496
211,0.1,0.85,7,0.9,0.7641398990021673,0.004807246122907853
212,0.2,0.85,7,0.9,0.7577683581509461,0.005525513870384388
213,0.3,0.85,7,0.9,0.7595048488136399,0.006552868710116879
214,0.5,0.85,7,0.9,0.7458860656998728,0.00826045341267257
215,0.05,1,7,0.9,0.7713963179785319,0.004183791336241206
216,0.1,1,7,0.9,0.7553365289889691,0.008954606083909859
217,0.2,1,7,0.9,0.7549973279568587,0.00789017780440318
218,0.3,1,7,0.9,0.7499406212635256,0.005982225503326147
219,0.5,1,7,0.9,0.7597838613992329,0.00607185980078614
220,0.05,0.5,9,0.9,0.786184794725009,0.004827482604630922
221,0.1,0.5,9,0.9,0.781592456741241,0.0077927252472245225
222,0.2,0.5,9,0.9,0.7731081124849192,0.005060077383840613
223,0.3,0.5,9,0.9,0.7639324108036912,0.006882700326472967
224,0.5,0.5,9,0.9,0.7521020747470331,0.006315255569292383
225,0.05,0.7,9,0.9,0.7834278669808341,0.005353351208909507
226,0.1,0.7,9,0.9,0.7810464422690234,0.004090997930259575
227,0.2,0.7,9,0.9,0.7703303347071414,0.007110382153893551
228,0.3,0.7,9,0.9,0.7665818495396799,0.008812687802816462
229,0.5,0.7,9,0.9,0.7603383103510633,0.006981134366662834
230,0.05,0.85,9,0.9,0.7677504635589996,0.005119329100383526
231,0.1,0.85,9,0.9,0.7751264497183559,0.0032400574677934244
232,0.2,0.85,9,0.9,0.7681674642310589,0.00606465490328216
233,0.3,0.85,9,0.9,0.7703345182090293,0.006145422583137071
234,0.5,0.85,9,0.9,0.7610837833971654,0.009900379422037775
235,0.05,1,9,0.9,0.7633864638073106,0.006981939704973002
236,0.1,1,9,0.9,0.7711042825564165,0.006624073895002885
237,0.2,1,9,0.9,0.7748900818616853,0.004735395967787571
238,0.3,1,9,0.9,0.7636988769321705,0.004462610693828108
239,0.5,1,9,0.9,0.7567890813299757,0.005526827023712798
